# Species	Genes	Alg.-Conn.	Hmel_prots_unique.fas	Dp_OGS2_prots.fas
2	2	1	HMEL014707	DPOGS201358
2	2	1	HMEL014708	DPOGS201391
2	2	1	HMEL014709	DPOGS201392
2	2	1	HMEL014710	DPOGS201395
2	2	1	HMEL014711	DPOGS201356
2	2	1	HMEL014713	DPOGS201396
2	2	1	HMEL014714	DPOGS200802
2	2	1	HMEL014717	DPOGS205447
2	2	1	HMEL014718	DPOGS205442
2	2	1	HMEL014719	DPOGS205446
2	2	1	HMEL014720	DPOGS205443
2	2	1	HMEL014722	DPOGS213805
2	2	1	HMEL014724	DPOGS213806
2	2	1	HMEL014725	DPOGS213804
2	2	1	HMEL014727	DPOGS211545
2	2	1	HMEL014728	DPOGS211549
2	2	1	HMEL014732	DPOGS200406
2	2	1	HMEL014734	DPOGS200403
2	2	1	HMEL014736	DPOGS200401
2	2	1	HMEL014737	DPOGS200616
2	2	1	HMEL014741	DPOGS200619
2	2	1	HMEL014742	DPOGS201891
2	2	1	HMEL014744	DPOGS201896
2	2	1	HMEL014745	DPOGS201897
2	2	1	HMEL014746	DPOGS201838
2	2	1	HMEL014749	DPOGS201837
2	3	0.333	HMEL014750	DPOGS207744,DPOGS207742
2	2	1	HMEL014752	DPOGS205236
2	2	1	HMEL014755	DPOGS205206
2	2	1	HMEL014758	DPOGS205739
2	2	1	HMEL014762	DPOGS215577
2	2	1	HMEL014770	DPOGS209211
2	2	1	HMEL014772	DPOGS209210
2	2	1	HMEL014773	DPOGS209209
2	2	1	HMEL014774	DPOGS209208
2	2	1	HMEL014776	DPOGS209133
2	2	1	HMEL014777	DPOGS209207
2	2	1	HMEL014779	DPOGS209206
2	2	1	HMEL014780	DPOGS209134
2	2	1	HMEL014781	DPOGS209205
2	2	1	HMEL014782	DPOGS209202
2	2	1	HMEL014783	DPOGS209135
2	2	1	HMEL014784	DPOGS209201
2	2	1	HMEL014785	DPOGS209136
2	2	1	HMEL014786	DPOGS209200
2	2	1	HMEL014787	DPOGS209137
2	2	1	HMEL014788	DPOGS209199
2	2	1	HMEL014790	DPOGS205246
2	2	1	HMEL014791	DPOGS209139
2	2	1	HMEL014792	DPOGS209143
2	2	1	HMEL014794	DPOGS209195
2	2	1	HMEL014795	DPOGS209145
2	2	1	HMEL014797	DPOGS205702
2	2	1	HMEL014798	DPOGS205700
2	2	1	HMEL014800	DPOGS205703
2	2	1	HMEL014801	DPOGS205699
2	2	1	HMEL014805	DPOGS205708
2	2	1	HMEL014807	DPOGS205694
2	2	1	HMEL014810	DPOGS205692
2	2	1	HMEL014811	DPOGS215029
2	2	1	HMEL014813	DPOGS214979
2	2	1	HMEL014814	DPOGS214978
2	2	1	HMEL014815	DPOGS214977
2	2	1	HMEL014817	DPOGS207908
2	2	1	HMEL014819	DPOGS214981
2	2	1	HMEL014821	DPOGS215024
2	2	1	HMEL014822	DPOGS214980
2	2	1	HMEL014824	DPOGS215025
2	2	1	HMEL014826	DPOGS215005
2	2	1	HMEL014827	DPOGS214998
2	2	1	HMEL014828	DPOGS215007
2	2	1	HMEL014829	DPOGS214993
2	2	1	HMEL014831	DPOGS214994
2	2	1	HMEL014834	DPOGS214991
2	2	1	HMEL014835	DPOGS210392
2	2	1	HMEL014836	DPOGS210391
2	2	1	HMEL014837	DPOGS210390
2	2	1	HMEL014843	DPOGS214419
2	2	1	HMEL014845	DPOGS207453
2	2	1	HMEL014847	DPOGS207478
2	2	1	HMEL014848	DPOGS207452
2	2	1	HMEL014849	DPOGS207479
2	2	1	HMEL014850	DPOGS207480
2	2	1	HMEL014851	DPOGS207449
2	2	1	HMEL014853	DPOGS206804
2	2	1	HMEL014854	DPOGS207482
2	2	1	HMEL014856	DPOGS207447
2	2	1	HMEL014857	DPOGS207483
2	2	1	HMEL014858	DPOGS207446
2	2	1	HMEL014859	DPOGS207484
2	2	1	HMEL014860	DPOGS207445
2	2	1	HMEL014861	DPOGS207485
2	2	1	HMEL014863	DPOGS207409
2	2	1	HMEL014864	DPOGS207408
2	2	1	HMEL014865	DPOGS205976
2	2	1	HMEL014866	DPOGS205984
2	2	1	HMEL014867	DPOGS205978
2	2	1	HMEL014868	DPOGS205983
2	2	1	HMEL014869	DPOGS205979
2	2	1	HMEL014873	DPOGS202956
2	2	1	HMEL014875	DPOGS206385
2	2	1	HMEL014879	DPOGS200884
2	2	1	HMEL014880	DPOGS203094
2	2	1	HMEL014884	DPOGS203104
2	2	1	HMEL014885	DPOGS203095
2	2	1	HMEL014894	DPOGS209770
2	2	1	HMEL014895	DPOGS209778
2	2	1	HMEL014896	DPOGS209769
2	2	1	HMEL014897	DPOGS209780
2	2	1	HMEL014898	DPOGS201936
2	2	1	HMEL014900	DPOGS207681
2	2	1	HMEL014903	DPOGS207686
2	2	1	HMEL014904	DPOGS207674
2	2	1	HMEL014908	DPOGS207426
2	2	1	HMEL014909	DPOGS207425
2	2	1	HMEL014919	DPOGS209917
2	2	1	HMEL014920	DPOGS212281
2	2	1	HMEL014924	DPOGS212283
2	2	1	HMEL014926	DPOGS212267
2	2	1	HMEL014927	DPOGS212286
2	2	1	HMEL014928	DPOGS212266
2	2	1	HMEL014933	DPOGS212287
2	2	1	HMEL014934	DPOGS212260
2	2	1	HMEL014936	DPOGS212288
2	2	1	HMEL014937	DPOGS212256
2	2	1	HMEL014938	DPOGS212290
2	2	1	HMEL014939	DPOGS212255
2	2	1	HMEL014945	DPOGS212293
2	2	1	HMEL014949	DPOGS212253
2	2	1	HMEL014950	DPOGS212294
2	2	1	HMEL014951	DPOGS212252
2	3	0.333	HMEL014952	DPOGS212296,DPOGS212295
2	3	0.333	HMEL014953	DPOGS212251,DPOGS212250
2	2	1	HMEL014954	DPOGS212297
2	2	1	HMEL014956	DPOGS214576
2	2	1	HMEL014957	DPOGS214577
2	2	1	HMEL014960	DPOGS214579
2	2	1	HMEL014962	DPOGS214580
2	2	1	HMEL014963	DPOGS202277
2	2	1	HMEL014964	DPOGS202279
2	2	1	HMEL014966	DPOGS205342
2	2	1	HMEL014974	DPOGS211411
2	2	1	HMEL014978	DPOGS201164
2	2	1	HMEL014983	DPOGS211992
2	2	1	HMEL014984	DPOGS205921
2	2	1	HMEL014985	DPOGS211993
2	2	1	HMEL014989	DPOGS211987
2	2	1	HMEL014990	DPOGS211985
2	2	1	HMEL014991	DPOGS211984
2	2	1	HMEL014993	DPOGS205876
2	2	1	HMEL014994	DPOGS205877
2	2	1	HMEL014995	DPOGS205872
2	2	1	HMEL014996	DPOGS205879
2	2	1	HMEL014997	DPOGS205878
2	2	1	HMEL014998	DPOGS205871
2	2	1	HMEL014999	DPOGS205880
2	2	1	HMEL015000	DPOGS205870
2	2	1	HMEL015001	DPOGS205869
2	2	1	HMEL015002	DPOGS205881
2	2	1	HMEL015004	DPOGS202537
2	2	1	HMEL015005	DPOGS202495
2	2	1	HMEL015008	DPOGS209070
2	2	1	HMEL015009	DPOGS214855
2	2	1	HMEL015010	DPOGS214857
2	2	1	HMEL015011	DPOGS214858
2	2	1	HMEL015012	DPOGS214860
2	2	1	HMEL015013	DPOGS214861
2	2	1	HMEL015014	DPOGS214863
2	2	1	HMEL015016	DPOGS214853
2	2	1	HMEL015017	DPOGS214851
2	2	1	HMEL015021	DPOGS214864
2	2	1	HMEL015022	DPOGS214848
2	2	1	HMEL015024	DPOGS203437
2	2	1	HMEL015025	DPOGS203454
2	2	1	HMEL015026	DPOGS203453
2	2	1	HMEL015029	DPOGS203438
2	2	1	HMEL015030	DPOGS203439
2	2	1	HMEL015031	DPOGS203440
2	2	1	HMEL015032	DPOGS203441
2	2	1	HMEL015033	DPOGS203191
2	2	1	HMEL015034	DPOGS207143
2	2	1	HMEL015035	DPOGS204752
2	2	1	HMEL015037	DPOGS204753
2	2	1	HMEL015044	DPOGS216060
2	2	1	HMEL015047	DPOGS216059
2	2	1	HMEL015048	DPOGS216048
2	2	1	HMEL015049	DPOGS216049
2	2	1	HMEL015052	DPOGS216056
2	2	1	HMEL015053	DPOGS200878
2	2	1	HMEL015056	DPOGS206039
2	2	1	HMEL015058	DPOGS206145
2	2	1	HMEL015061	DPOGS206151
2	2	1	HMEL015062	DPOGS200082
2	2	1	HMEL015065	DPOGS200084
2	2	1	HMEL015067	DPOGS200101
2	2	1	HMEL015072	DPOGS211470
2	2	1	HMEL015075	DPOGS214201
2	2	1	HMEL015079	DPOGS213159
2	2	1	HMEL015080	DPOGS213161
2	2	1	HMEL015081	DPOGS213053
2	2	1	HMEL015082	DPOGS213052
2	2	1	HMEL015087	DPOGS208813
2	2	1	HMEL015088	DPOGS208814
2	2	1	HMEL015089	DPOGS208811
2	2	1	HMEL015092	DPOGS208816
2	2	1	HMEL015093	DPOGS208808
2	2	1	HMEL015094	DPOGS208817
2	2	1	HMEL015095	DPOGS208807
2	2	1	HMEL015096	DPOGS208818
2	2	1	HMEL015097	DPOGS208802
2	2	1	HMEL015100	DPOGS200332
2	2	1	HMEL015101	DPOGS200306
2	2	1	HMEL015102	DPOGS200325
2	2	1	HMEL015108	DPOGS215933
2	2	1	HMEL015112	DPOGS210438
2	2	1	HMEL015117	DPOGS210441
2	3	0.333	HMEL015119	DPOGS210456,DPOGS210455
2	2	1	HMEL015131	DPOGS210451
2	2	1	HMEL015133	DPOGS204216
2	2	1	HMEL015134	DPOGS204318
2	2	1	HMEL015135	DPOGS204217
2	2	1	HMEL015138	DPOGS204222
2	2	1	HMEL015139	DPOGS204317
2	2	1	HMEL015140	DPOGS204316
2	2	1	HMEL015141	DPOGS204223
2	2	1	HMEL015143	DPOGS204315
2	2	1	HMEL015144	DPOGS204313
2	2	1	HMEL015145	DPOGS204311
2	2	1	HMEL015146	DPOGS204225
2	2	1	HMEL015147	DPOGS204310
2	2	1	HMEL015151	DPOGS204227
2	2	1	HMEL015153	DPOGS204228
2	4	0.25	HMEL015154,HMEL015156,HMEL015155	DPOGS204308
2	2	1	HMEL015157	DPOGS204230
2	2	1	HMEL015161	DPOGS204305
2	2	1	HMEL015163	DPOGS204303
2	2	1	HMEL015164	DPOGS204234
2	2	1	HMEL015165	DPOGS204302
2	2	1	HMEL015166	DPOGS204237
2	2	1	HMEL015167	DPOGS204301
2	2	1	HMEL015168	DPOGS204238
2	2	1	HMEL015169	DPOGS204239
2	2	1	HMEL015171	DPOGS204242
2	2	1	HMEL015172	DPOGS204243
2	2	1	HMEL015173	DPOGS204300
2	2	1	HMEL015174	DPOGS204244
2	2	1	HMEL015175	DPOGS204299
2	2	1	HMEL015176	DPOGS204245
2	2	1	HMEL015178	DPOGS204246
2	2	1	HMEL015179	DPOGS204247
2	2	1	HMEL015180	DPOGS204297
2	2	1	HMEL015181	DPOGS204248
2	2	1	HMEL015182	DPOGS204296
2	2	1	HMEL015183	DPOGS204249
2	2	1	HMEL015184	DPOGS204250
2	2	1	HMEL015186	DPOGS204294
2	2	1	HMEL015187	DPOGS204293
2	2	1	HMEL015189	DPOGS204256
2	2	1	HMEL015191	DPOGS204292
2	2	1	HMEL015193	DPOGS204262
2	2	1	HMEL015194	DPOGS204290
2	2	1	HMEL015195	DPOGS204264
2	2	1	HMEL015196	DPOGS204289
2	2	1	HMEL015197	DPOGS204265
2	2	1	HMEL015199	DPOGS204286
2	2	1	HMEL015200	DPOGS204267
2	2	1	HMEL015201	DPOGS204284
2	2	1	HMEL015203	DPOGS204268
2	2	1	HMEL015207	DPOGS208684
2	2	1	HMEL015209	DPOGS208685
2	2	1	HMEL015210	DPOGS208686
2	2	1	HMEL015211	DPOGS208752
2	2	1	HMEL015213	DPOGS208687
2	2	1	HMEL015214	DPOGS208688
2	2	1	HMEL015215	DPOGS208751
2	2	1	HMEL015218	DPOGS208690
2	2	1	HMEL015219	DPOGS208691
2	2	1	HMEL015220	DPOGS208749
2	2	1	HMEL015221	DPOGS208692
2	2	1	HMEL015228	DPOGS208695
2	2	1	HMEL015231	DPOGS208743
2	2	1	HMEL015232	DPOGS208696
2	2	1	HMEL015233	DPOGS208742
2	2	1	HMEL015234	DPOGS208697
2	2	1	HMEL015235	DPOGS208700
2	2	1	HMEL015236	DPOGS208701
2	2	1	HMEL015240	DPOGS208740
2	2	1	HMEL015241	DPOGS208702
2	2	1	HMEL015242	DPOGS208703
2	2	1	HMEL015243	DPOGS208739
2	2	1	HMEL015244	DPOGS208734
2	2	1	HMEL015245	DPOGS208705
2	2	1	HMEL015246	DPOGS208733
2	2	1	HMEL015247	DPOGS208732
2	2	1	HMEL015248	DPOGS208706
2	2	1	HMEL015249	DPOGS208731
2	2	1	HMEL015250	DPOGS208707
2	2	1	HMEL015252	DPOGS208708
2	2	1	HMEL015254	DPOGS208730
2	2	1	HMEL015255	DPOGS208709
2	2	1	HMEL015257	DPOGS208711
2	2	1	HMEL015259	DPOGS208710
2	2	1	HMEL015260	DPOGS208728
2	2	1	HMEL015262	DPOGS208726
2	2	1	HMEL015263	DPOGS208715
2	2	1	HMEL015264	DPOGS208725
2	2	1	HMEL015266	DPOGS208716
2	2	1	HMEL015268	DPOGS208723
2	2	1	HMEL015269	DPOGS208717
2	2	1	HMEL015270	DPOGS208722
2	2	1	HMEL015271	DPOGS208721
2	2	1	HMEL015273	DPOGS208719
2	2	1	HMEL015275	DPOGS213948
2	2	1	HMEL015276	DPOGS213950
2	2	1	HMEL015277	DPOGS213946
2	2	1	HMEL015278	DPOGS213951
2	2	1	HMEL015279	DPOGS213952
2	2	1	HMEL015280	DPOGS213953
2	2	1	HMEL015281	DPOGS213945
2	2	1	HMEL015285	DPOGS213955
2	2	1	HMEL015289	DPOGS213957
2	2	1	HMEL015294	DPOGS207828
2	2	1	HMEL015295	DPOGS207733
2	2	1	HMEL015297	DPOGS207832
2	2	1	HMEL015298	DPOGS207732
2	2	1	HMEL015299	DPOGS207833
2	2	1	HMEL015301	DPOGS207730
2	2	1	HMEL015302	DPOGS207836
2	2	1	HMEL015303	DPOGS207837
2	2	1	HMEL015304	DPOGS207728
2	2	1	HMEL015306	DPOGS207727
2	2	1	HMEL015307	DPOGS207725
2	2	1	HMEL015308	DPOGS207840
2	2	1	HMEL015309	DPOGS207724
2	2	1	HMEL015310	DPOGS207723
2	2	1	HMEL015311	DPOGS207722
2	2	1	HMEL015312	DPOGS207841
2	2	1	HMEL015315	DPOGS207720
2	2	1	HMEL015321	DPOGS207714
2	2	1	HMEL015323	DPOGS207852
2	2	1	HMEL015324	DPOGS207853
2	2	1	HMEL015327	DPOGS207855
2	2	1	HMEL015328	DPOGS207712
2	2	1	HMEL015330	DPOGS209153
2	2	1	HMEL015332	DPOGS209154
2	2	1	HMEL015335	DPOGS211437
2	2	1	HMEL015337	DPOGS211438
2	2	1	HMEL015339	DPOGS211463
2	2	1	HMEL015342	DPOGS211461
2	2	1	HMEL015344	DPOGS211460
2	2	1	HMEL015345	DPOGS211440
2	2	1	HMEL015348	DPOGS207603
2	2	1	HMEL015353	DPOGS214506
2	2	1	HMEL015354	DPOGS203271
2	2	1	HMEL015358	DPOGS203268
2	2	1	HMEL015359	DPOGS203260
2	2	1	HMEL015360	DPOGS203261
2	2	1	HMEL015361	DPOGS203267
2	2	1	HMEL015362	DPOGS203263
2	2	1	HMEL015363	DPOGS203266
2	2	1	HMEL015364	DPOGS203264
2	2	1	HMEL015366	DPOGS212355
2	2	1	HMEL015375	DPOGS213975
2	2	1	HMEL015376	DPOGS213974
2	2	1	HMEL015382	DPOGS213972
2	2	1	HMEL015388	DPOGS206570
2	2	1	HMEL015396	DPOGS215314
2	2	1	HMEL015397	DPOGS215315
2	2	1	HMEL015399	DPOGS215321
2	2	1	HMEL015405	DPOGS215320
2	2	1	HMEL015408	DPOGS215319
2	2	1	HMEL015410	DPOGS216138
2	2	1	HMEL015411	DPOGS216139
2	2	1	HMEL015412	DPOGS208847
2	2	1	HMEL015413	DPOGS208846
2	2	1	HMEL015414	DPOGS208770
2	2	1	HMEL015417	DPOGS208771
2	2	1	HMEL015418	DPOGS208773
2	2	1	HMEL015419	DPOGS208844
2	2	1	HMEL015423	DPOGS208843
2	2	1	HMEL015424	DPOGS208774
2	2	1	HMEL015425	DPOGS208775
2	2	1	HMEL015426	DPOGS208842
2	2	1	HMEL015428	DPOGS208777
2	2	1	HMEL015429	DPOGS208841
2	2	1	HMEL015430	DPOGS208840
2	2	1	HMEL015432	DPOGS208839
2	2	1	HMEL015433	DPOGS208780
2	2	1	HMEL015434	DPOGS208837
2	2	1	HMEL015435	DPOGS208781
2	2	1	HMEL015437	DPOGS208836
2	2	1	HMEL015438	DPOGS208783
2	2	1	HMEL015439	DPOGS208835
2	2	1	HMEL015440	DPOGS208834
2	2	1	HMEL015454	DPOGS206938
2	2	1	HMEL015455	DPOGS206991
2	2	1	HMEL015458	DPOGS206992
2	2	1	HMEL015461	DPOGS206928
2	2	1	HMEL015462	DPOGS207009
2	2	1	HMEL015463	DPOGS206927
2	2	1	HMEL015464	DPOGS207010
2	2	1	HMEL015465	DPOGS206926
2	2	1	HMEL015466	DPOGS207011
2	2	1	HMEL015467	DPOGS207012
2	2	1	HMEL015468	DPOGS206925
2	2	1	HMEL015469	DPOGS210065
2	2	1	HMEL015470	DPOGS210066
2	2	1	HMEL015472	DPOGS210067
2	2	1	HMEL015473	DPOGS210093
2	2	1	HMEL015474	DPOGS210068
2	2	1	HMEL015475	DPOGS210069
2	2	1	HMEL015476	DPOGS210092
2	2	1	HMEL015477	DPOGS210070
2	2	1	HMEL015478	DPOGS210091
2	2	1	HMEL015480	DPOGS210089
2	2	1	HMEL015481	DPOGS215240
2	2	1	HMEL015483	DPOGS200061
2	2	1	HMEL015484	DPOGS200123
2	2	1	HMEL015485	DPOGS201449
2	2	1	HMEL015490	DPOGS201498
2	2	1	HMEL015496	DPOGS209128
2	2	1	HMEL015497	DPOGS201499
2	2	1	HMEL015500	DPOGS201448
2	2	1	HMEL015504	DPOGS201500
2	2	1	HMEL015505	DPOGS201501
2	2	1	HMEL015506	DPOGS201522
2	2	1	HMEL015510	DPOGS206960
2	2	1	HMEL015515	DPOGS201813
2	2	1	HMEL015516	DPOGS201790
2	2	1	HMEL015518	DPOGS201812
2	2	1	HMEL015519	DPOGS201811
2	2	1	HMEL015520	DPOGS201791
2	2	1	HMEL015522	DPOGS209173
2	2	1	HMEL015524	DPOGS212708
2	2	1	HMEL015526	DPOGS212767
2	2	1	HMEL015527	DPOGS212766
2	2	1	HMEL015532	DPOGS212765
2	2	1	HMEL015533	DPOGS212699
2	2	1	HMEL015534	DPOGS212700
2	2	1	HMEL015535	DPOGS212764
2	2	1	HMEL015536	DPOGS212701
2	2	1	HMEL015540	DPOGS212703
2	2	1	HMEL015542	DPOGS206870
2	2	1	HMEL015543	DPOGS212749
2	2	1	HMEL015544	DPOGS212711
2	2	1	HMEL015545	DPOGS212748
2	2	1	HMEL015546	DPOGS212712
2	2	1	HMEL015554	DPOGS200115
2	2	1	HMEL015556	DPOGS200116
2	2	1	HMEL015557	DPOGS200762
2	3	0.333	HMEL015559	DPOGS213914,DPOGS213913
2	2	1	HMEL015560	DPOGS213911
2	2	1	HMEL015561	DPOGS213915
2	2	1	HMEL015563	DPOGS213916
2	2	1	HMEL015565	DPOGS205566
2	2	1	HMEL015566	DPOGS207511
2	2	1	HMEL015573	DPOGS202349
2	2	1	HMEL015574	DPOGS202135
2	2	1	HMEL015579	DPOGS209427
2	2	1	HMEL015581	DPOGS209433
2	2	1	HMEL015582	DPOGS209426
2	2	1	HMEL015583	DPOGS214948
2	2	1	HMEL015584	DPOGS214946
2	2	1	HMEL015585	DPOGS214949
2	2	1	HMEL015586	DPOGS214945
2	2	1	HMEL015587	DPOGS214950
2	2	1	HMEL015589	DPOGS214951
2	2	1	HMEL015591	DPOGS214943
2	2	1	HMEL015593	DPOGS214942
2	2	1	HMEL015595	DPOGS214954
2	2	1	HMEL015596	DPOGS214955
2	2	1	HMEL015597	DPOGS214935
2	2	1	HMEL015598	DPOGS214934
2	2	1	HMEL015599	DPOGS210158
2	2	1	HMEL015601	DPOGS205053
2	2	1	HMEL015602	DPOGS205052
2	2	1	HMEL015603	DPOGS205098
2	2	1	HMEL015604	DPOGS205051
2	2	1	HMEL015606	DPOGS205049
2	2	1	HMEL015607	DPOGS205099
2	2	1	HMEL015611	DPOGS205048
2	2	1	HMEL015614	DPOGS210404
2	2	1	HMEL015616	DPOGS205101
2	2	1	HMEL015618	DPOGS205042
2	2	1	HMEL015620	DPOGS207432
2	2	1	HMEL015621	DPOGS207434
2	2	1	HMEL015622	DPOGS207398
2	2	1	HMEL015624	DPOGS207023
2	2	1	HMEL015627	DPOGS206914
2	2	1	HMEL015628	DPOGS206913
2	2	1	HMEL015633	DPOGS214227
2	2	1	HMEL015634	DPOGS214144
2	2	1	HMEL015635	DPOGS214226
2	2	1	HMEL015636	DPOGS214145
2	2	1	HMEL015638	DPOGS214225
2	2	1	HMEL015639	DPOGS214147
2	2	1	HMEL015640	DPOGS214224
2	2	1	HMEL015641	DPOGS207599
2	2	1	HMEL015643	DPOGS207547
2	2	1	HMEL015644	DPOGS202462
2	2	1	HMEL015645	DPOGS202446
2	2	1	HMEL015647	DPOGS202447
2	2	1	HMEL015648	DPOGS202461
2	2	1	HMEL015651	DPOGS202458
2	2	1	HMEL015653	DPOGS202450
2	2	1	HMEL015656	DPOGS207600
2	2	1	HMEL015657	DPOGS201845
2	2	1	HMEL015659	DPOGS201649
2	2	1	HMEL015660	DPOGS201650
2	2	1	HMEL015661	DPOGS201653
2	2	1	HMEL015663	DPOGS201641
2	2	1	HMEL015664	DPOGS201651
2	2	1	HMEL015665	DPOGS201642
2	2	1	HMEL015667	DPOGS201640
2	2	1	HMEL015668	DPOGS201654
2	2	1	HMEL015669	DPOGS201639
2	2	1	HMEL015670	DPOGS201655
2	2	1	HMEL015671	DPOGS201638
2	2	1	HMEL015672	DPOGS209669
2	2	1	HMEL015673	DPOGS205593
2	2	1	HMEL015677	DPOGS213158
2	2	1	HMEL015680	DPOGS204479
2	2	1	HMEL015681	DPOGS204403
2	2	1	HMEL015683	DPOGS204401
2	2	1	HMEL015684	DPOGS204480
2	2	1	HMEL015685	DPOGS204400
2	2	1	HMEL015686	DPOGS204481
2	2	1	HMEL015688	DPOGS204399
2	2	1	HMEL015689	DPOGS204482
2	2	1	HMEL015690	DPOGS204483
2	2	1	HMEL015692	DPOGS204502
2	2	1	HMEL015694	DPOGS204398
2	2	1	HMEL015695	DPOGS204487
2	2	1	HMEL015696	DPOGS204489
2	2	1	HMEL015704	DPOGS212112
2	2	1	HMEL015709	DPOGS207317
2	2	1	HMEL015710	DPOGS208189
2	2	1	HMEL015712	DPOGS208188
2	2	1	HMEL015713	DPOGS208169
2	2	1	HMEL015714	DPOGS208187
2	2	1	HMEL015715	DPOGS208170
2	2	1	HMEL015716	DPOGS208186
2	2	1	HMEL015717	DPOGS208185
2	2	1	HMEL015718	DPOGS208171
2	2	1	HMEL015719	DPOGS208172
2	2	1	HMEL015720	DPOGS208174
2	2	1	HMEL015723	DPOGS208175
2	2	1	HMEL015725	DPOGS213661
2	2	1	HMEL015726	DPOGS213705
2	2	1	HMEL015727	DPOGS213660
2	2	1	HMEL015728	DPOGS213706
2	2	1	HMEL015729	DPOGS213707
2	2	1	HMEL015733	DPOGS208536
2	2	1	HMEL015734	DPOGS203190
2	2	1	HMEL015735	DPOGS203448
2	2	1	HMEL015741	DPOGS209221
2	2	1	HMEL015743	DPOGS209232
2	2	1	HMEL015744	DPOGS209222
2	2	1	HMEL015745	DPOGS203167
2	2	1	HMEL015746	DPOGS203168
2	2	1	HMEL015748	DPOGS203206
2	2	1	HMEL015751	DPOGS203203
2	2	1	HMEL015752	DPOGS203169
2	2	1	HMEL015756	DPOGS209810
2	3	0.333	HMEL015760	DPOGS200120,DPOGS200119
2	2	1	HMEL015762	DPOGS207312
2	2	1	HMEL015763	DPOGS207282
2	2	1	HMEL015764	DPOGS207273
2	2	1	HMEL015766	DPOGS215173
2	2	1	HMEL015772	DPOGS208898
2	2	1	HMEL015773	DPOGS208957
2	2	1	HMEL015774	DPOGS208897
2	2	1	HMEL015775	DPOGS208958
2	2	1	HMEL015776	DPOGS208959
2	2	1	HMEL015778	DPOGS208896
2	2	1	HMEL015780	DPOGS208963
2	2	1	HMEL015781	DPOGS208894
2	2	1	HMEL015782	DPOGS208964
2	2	1	HMEL015784	DPOGS208965
2	2	1	HMEL015785	DPOGS208892
2	2	1	HMEL015786	DPOGS208920
2	2	1	HMEL015795	DPOGS207151
2	2	1	HMEL015800	DPOGS207862
2	2	1	HMEL015802	DPOGS200670
2	6	0.167	HMEL015804	DPOGS200678,DPOGS200677,DPOGS200674,DPOGS200672,DPOGS200671
2	2	1	HMEL015809	DPOGS210915
2	2	1	HMEL015811	DPOGS210912
2	2	1	HMEL015812	DPOGS210911
2	2	1	HMEL015813	DPOGS210917
2	2	1	HMEL015817	DPOGS210907
2	2	1	HMEL015818	DPOGS210906
2	2	1	HMEL015819	DPOGS210919
2	2	1	HMEL015820	DPOGS210905
2	2	1	HMEL015821	DPOGS210904
2	2	1	HMEL015822	DPOGS210920
2	2	1	HMEL015825	DPOGS210922
2	2	1	HMEL015826	DPOGS210902
2	2	1	HMEL015833	DPOGS210924
2	2	1	HMEL015837	DPOGS215434
2	2	1	HMEL015838	DPOGS208167
2	2	1	HMEL015839	DPOGS208166
2	2	1	HMEL015840	DPOGS208587
2	2	1	HMEL015841	DPOGS215443
2	2	1	HMEL015842	DPOGS215439
2	2	1	HMEL015843	DPOGS215442
2	2	1	HMEL015844	DPOGS215440
2	3	0.333	HMEL015847	DPOGS216194,DPOGS216193
2	2	1	HMEL015848	DPOGS208627
2	3	0.333	HMEL015849	DPOGS208626,DPOGS208625
2	2	1	HMEL015850	DPOGS208588
2	2	1	HMEL015851	DPOGS208624
2	2	1	HMEL015852	DPOGS208623
2	2	1	HMEL015858	DPOGS201731
2	2	1	HMEL015859	DPOGS201720
2	3	0.333	HMEL015863	DPOGS201734,DPOGS201733
2	2	1	HMEL015864	DPOGS201719
2	2	1	HMEL015866	DPOGS203583
2	2	1	HMEL015868	DPOGS203584
2	2	1	HMEL015870	DPOGS203630
2	2	1	HMEL015871	DPOGS203586
2	2	1	HMEL015873	DPOGS203587
2	2	1	HMEL015874	DPOGS203588
2	2	1	HMEL015876	DPOGS203627
2	2	1	HMEL015877	DPOGS203626
2	2	1	HMEL015879	DPOGS211678
2	2	1	HMEL015881	DPOGS211677
2	2	1	HMEL015883	DPOGS211661
2	2	1	HMEL015886	DPOGS201210
2	2	1	HMEL015887	DPOGS211662
2	2	1	HMEL015888	DPOGS201735
2	2	1	HMEL015889	DPOGS201718
2	2	1	HMEL015890	DPOGS211665
2	2	1	HMEL015895	DPOGS207412
2	2	1	HMEL015896	DPOGS205824
2	2	1	HMEL015898	DPOGS205823
2	2	1	HMEL015899	DPOGS209563
2	2	1	HMEL015901	DPOGS202750
2	2	1	HMEL015902	DPOGS201200
2	2	1	HMEL015903	DPOGS201201
2	2	1	HMEL015908	DPOGS201205
2	2	1	HMEL015913	DPOGS202901
2	2	1	HMEL015928	DPOGS201921
2	2	1	HMEL015931	DPOGS201475
2	2	1	HMEL015932	DPOGS201480
2	2	1	HMEL015933	DPOGS201474
2	2	1	HMEL015934	DPOGS201473
2	2	1	HMEL015935	DPOGS201471
2	2	1	HMEL015936	DPOGS201483
2	2	1	HMEL015937	DPOGS201470
2	2	1	HMEL015939	DPOGS201469
2	2	1	HMEL015940	DPOGS201484
2	2	1	HMEL015943	DPOGS201485
2	2	1	HMEL015944	DPOGS201468
2	2	1	HMEL015947	DPOGS201486
2	2	1	HMEL015948	DPOGS201465
2	2	1	HMEL015950	DPOGS201463
2	2	1	HMEL015955	DPOGS201488
