scaffold	geneID	ZorA	chromosome
DPSCF300427	DPOGS215148	A	31
DPSCF300427	DPOGS215142	A	31
DPSCF300427	DPOGS215143	A	31
DPSCF300427	DPOGS215145	A	31
DPSCF300427	DPOGS215132	A	31
DPSCF300427	DPOGS215140	A	31
DPSCF300427	DPOGS215146	A	31
DPSCF300427	DPOGS215144	A	31
DPSCF300427	DPOGS215129	A	31
DPSCF300427	DPOGS215138	A	31
DPSCF300427	DPOGS215147	A	31
DPSCF300427	DPOGS215135	A	31
DPSCF300427	DPOGS215141	A	31
DPSCF300427	DPOGS215128	A	31
DPSCF300427	DPOGS215139	A	31
DPSCF300427	DPOGS215137	A	31
DPSCF300428	DPOGS205257	A	NA
DPSCF300428	DPOGS205258	A	NA
DPSCF300429	DPOGS213290	A	31
DPSCF300429	DPOGS213293	A	31
DPSCF300429	DPOGS213291	A	31
DPSCF300429	DPOGS213289	A	31
DPSCF300429	DPOGS213292	A	31
DPSCF300429	DPOGS213283	A	31
DPSCF300429	DPOGS213284	A	31
DPSCF300429	DPOGS213288	A	31
DPSCF300429	DPOGS213287	A	31
DPSCF300429	DPOGS213285	A	31
DPSCF300429	DPOGS213282	A	31
DPSCF300431	DPOGS200968	A	14
DPSCF300431	DPOGS200970	A	14
DPSCF300431	DPOGS200967	A	14
DPSCF300431	DPOGS200972	A	14
DPSCF300431	DPOGS200966	A	14
DPSCF300431	DPOGS200969	A	14
DPSCF300431	DPOGS200965	A	14
DPSCF300431	DPOGS200973	A	14
DPSCF300432	DPOGS204618	A	29
DPSCF300432	DPOGS204615	A	29
DPSCF300432	DPOGS204617	A	29
DPSCF300432	DPOGS204616	A	29
DPSCF300432	DPOGS204622	A	29
DPSCF300432	DPOGS204620	A	29
DPSCF300432	DPOGS204613	A	29
DPSCF300432	DPOGS204614	A	29
DPSCF300432	DPOGS204619	A	29
DPSCF300432	DPOGS204623	A	29
DPSCF300432	DPOGS204621	A	29
DPSCF300433	DPOGS210532	A	25
DPSCF300433	DPOGS210533	A	25
DPSCF300434	DPOGS206167	A	NA
DPSCF300435	DPOGS213657	A	11
DPSCF300435	DPOGS213659	A	11
DPSCF300435	DPOGS213658	A	11
DPSCF300436	DPOGS215431	A	NA
DPSCF300436	DPOGS215432	A	NA
DPSCF300437	DPOGS205883	A	NA
DPSCF300438	DPOGS202685	A	NA
DPSCF300438	DPOGS202687	A	NA
DPSCF300438	DPOGS202686	A	NA
DPSCF300439	DPOGS208632	A	NA
DPSCF300440	DPOGS209122	A	NA
DPSCF300440	DPOGS209121	A	NA
DPSCF300441	DPOGS214446	A	29
DPSCF300441	DPOGS214461	A	29
DPSCF300441	DPOGS214453	A	29
DPSCF300441	DPOGS214460	A	29
DPSCF300441	DPOGS214455	A	29
DPSCF300441	DPOGS214452	A	29
DPSCF300441	DPOGS214450	A	29
DPSCF300441	DPOGS214458	A	29
DPSCF300441	DPOGS214451	A	29
DPSCF300441	DPOGS214447	A	29
DPSCF300441	DPOGS214456	A	29
DPSCF300441	DPOGS214457	A	29
DPSCF300441	DPOGS214459	A	29
DPSCF300441	DPOGS214448	A	29
DPSCF300441	DPOGS214449	A	29
DPSCF300442	DPOGS205014	A	NA
DPSCF300442	DPOGS205015	A	NA
DPSCF300442	DPOGS205016	A	NA
DPSCF300442	DPOGS205017	A	NA
DPSCF300442	DPOGS205018	A	NA
DPSCF300442	DPOGS205019	A	NA
DPSCF300442	DPOGS205020	A	NA
DPSCF300442	DPOGS205021	A	NA
DPSCF300443	DPOGS214512	A	NA
DPSCF300444	DPOGS212986	A	NA
DPSCF300444	DPOGS212985	A	NA
DPSCF300445	DPOGS205595	A	NA
DPSCF300445	DPOGS205596	A	NA
DPSCF300445	DPOGS205594	A	NA
DPSCF300445	DPOGS205593	A	NA
DPSCF300446	DPOGS211054	A	29
DPSCF300446	DPOGS211059	A	29
DPSCF300446	DPOGS211056	A	29
DPSCF300446	DPOGS211055	A	29
DPSCF300446	DPOGS211057	A	29
DPSCF300447	DPOGS202584	A	NA
DPSCF300447	DPOGS202585	A	NA
DPSCF300448	DPOGS200884	A	NA
DPSCF300448	DPOGS200885	A	NA
DPSCF300448	DPOGS200886	A	NA
DPSCF300448	DPOGS200887	A	NA
DPSCF300448	DPOGS200883	A	NA
DPSCF300449	DPOGS209426	A	31
DPSCF300449	DPOGS209433	A	31
DPSCF300449	DPOGS209432	A	31
DPSCF300449	DPOGS209431	A	31
DPSCF300449	DPOGS209427	A	31
DPSCF300449	DPOGS209430	A	31
DPSCF300449	DPOGS209428	A	31
DPSCF300450	DPOGS200505	A	31
DPSCF300450	DPOGS200507	A	31
DPSCF300450	DPOGS200513	A	31
DPSCF300450	DPOGS200509	A	31
DPSCF300450	DPOGS200506	A	31
DPSCF300450	DPOGS200508	A	31
DPSCF300450	DPOGS200504	A	31
DPSCF300450	DPOGS200502	A	31
DPSCF300450	DPOGS200510	A	31
DPSCF300450	DPOGS200500	A	31
DPSCF300450	DPOGS200515	A	31
DPSCF300450	DPOGS200511	A	31
DPSCF300450	DPOGS200518	A	31
DPSCF300450	DPOGS200512	A	31
DPSCF300450	DPOGS200514	A	31
DPSCF300450	DPOGS200501	A	31
DPSCF300450	DPOGS200503	A	31
DPSCF300451	DPOGS209856	A	NA
DPSCF300451	DPOGS209857	A	NA
DPSCF300451	DPOGS209858	A	NA
DPSCF300453	DPOGS203473	A	NA
DPSCF300453	DPOGS203474	A	NA
DPSCF300454	DPOGS200795	A	23
DPSCF300454	DPOGS200801	A	23
DPSCF300454	DPOGS200799	A	23
DPSCF300454	DPOGS200794	A	23
DPSCF300454	DPOGS200797	A	23
DPSCF300454	DPOGS200793	A	23
DPSCF300454	DPOGS200798	A	23
DPSCF300454	DPOGS200800	A	23
DPSCF300454	DPOGS200796	A	23
DPSCF300455	DPOGS207318	A	NA
DPSCF300455	DPOGS207319	A	NA
DPSCF300456	DPOGS207540	A	22
DPSCF300456	DPOGS207542	A	22
DPSCF300456	DPOGS207537	A	22
DPSCF300456	DPOGS207541	A	22
DPSCF300456	DPOGS207539	A	22
DPSCF300457	DPOGS214541	A	NA
DPSCF300457	DPOGS214540	A	NA
DPSCF300458	DPOGS204860	A	NA
DPSCF300459	DPOGS212191	A	NA
DPSCF300459	DPOGS212192	A	NA
DPSCF300459	DPOGS212193	A	NA
DPSCF300459	DPOGS212194	A	NA
DPSCF300460	DPOGS204804	A	23
DPSCF300460	DPOGS204802	A	23
DPSCF300460	DPOGS204803	A	23
DPSCF300460	DPOGS204799	A	23
DPSCF300460	DPOGS204796	A	23
DPSCF300460	DPOGS204801	A	23
DPSCF300460	DPOGS204795	A	23
DPSCF300460	DPOGS204800	A	23
DPSCF300460	DPOGS204797	A	23
DPSCF300460	DPOGS204798	A	23
DPSCF300461	DPOGS213739	A	NA
DPSCF300462	DPOGS204644	A	16
DPSCF300462	DPOGS204647	A	16
DPSCF300462	DPOGS204646	A	16
DPSCF300462	DPOGS204650	A	16
DPSCF300462	DPOGS204648	A	16
DPSCF300462	DPOGS204645	A	16
DPSCF300462	DPOGS204649	A	16
DPSCF300463	DPOGS202485	A	22
DPSCF300464	DPOGS202747	A	NA
DPSCF300464	DPOGS202749	A	NA
DPSCF300464	DPOGS202742	A	NA
DPSCF300464	DPOGS202746	A	NA
DPSCF300464	DPOGS202744	A	NA
DPSCF300464	DPOGS202745	A	NA
DPSCF300465	DPOGS210151	A	20
DPSCF300465	DPOGS210152	A	20
DPSCF300465	DPOGS210153	A	20
DPSCF300465	DPOGS210149	A	20
DPSCF300465	DPOGS210150	A	20
DPSCF300466	DPOGS200001	A	NA
DPSCF300466	DPOGS200002	A	NA
DPSCF300466	DPOGS200003	A	NA
DPSCF300467	DPOGS215525	A	25
DPSCF300467	DPOGS215529	A	25
DPSCF300467	DPOGS215522	A	25
DPSCF300467	DPOGS215527	A	25
DPSCF300467	DPOGS215528	A	25
DPSCF300467	DPOGS215519	A	25
DPSCF300467	DPOGS215526	A	25
DPSCF300467	DPOGS215517	A	25
DPSCF300467	DPOGS215524	A	25
DPSCF300467	DPOGS215523	A	25
DPSCF300467	DPOGS215520	A	25
DPSCF300467	DPOGS215518	A	25
DPSCF300469	DPOGS211039	A	14
DPSCF300469	DPOGS211037	A	14
DPSCF300469	DPOGS211033	A	14
DPSCF300469	DPOGS211038	A	14
DPSCF300469	DPOGS211036	A	14
DPSCF300469	DPOGS211034	A	14
DPSCF300469	DPOGS211032	A	14
DPSCF300470	DPOGS204008	A	28
DPSCF300470	DPOGS204007	A	28
DPSCF300470	DPOGS204005	A	28
DPSCF300470	DPOGS204004	A	28
DPSCF300471	DPOGS205122	A	30
DPSCF300471	DPOGS205126	A	30
DPSCF300471	DPOGS205123	A	30
DPSCF300471	DPOGS205121	A	30
DPSCF300471	DPOGS205124	A	30
DPSCF300471	DPOGS205125	A	30
DPSCF300473	DPOGS214894	A	NA
DPSCF300473	DPOGS214893	A	NA
DPSCF300474	DPOGS202133	A	NA
DPSCF300475	DPOGS209236	A	14
DPSCF300475	DPOGS209239	A	14
DPSCF300475	DPOGS209241	A	14
DPSCF300475	DPOGS209238	A	14
DPSCF300475	DPOGS209240	A	14
DPSCF300475	DPOGS209235	A	14
DPSCF300475	DPOGS209237	A	14
DPSCF300476	DPOGS205727	A	4
DPSCF300476	DPOGS205726	A	4
DPSCF300478	DPOGS207909	A	NA
DPSCF300478	DPOGS207910	A	NA
DPSCF300478	DPOGS207907	A	NA
DPSCF300478	DPOGS207908	A	NA
DPSCF300478	DPOGS207912	A	NA
DPSCF300478	DPOGS207911	A	NA
DPSCF300479	DPOGS213297	A	12
DPSCF300479	DPOGS213296	A	12
DPSCF300479	DPOGS213295	A	12
DPSCF300479	DPOGS213294	A	12
DPSCF300479	DPOGS213298	A	12
DPSCF300481	DPOGS211601	A	NA
DPSCF300482	DPOGS201825	A	NA
DPSCF300482	DPOGS201826	A	NA
DPSCF300483	DPOGS209112	A	NA
DPSCF300483	DPOGS209113	A	NA
DPSCF300483	DPOGS209114	A	NA
DPSCF300483	DPOGS209115	A	NA
DPSCF300483	DPOGS209116	A	NA
DPSCF300483	DPOGS209119	A	NA
DPSCF300483	DPOGS209118	A	NA
DPSCF300483	DPOGS209117	A	NA
DPSCF300485	DPOGS209089	A	28
DPSCF300485	DPOGS209092	A	28
DPSCF300485	DPOGS209095	A	28
DPSCF300485	DPOGS209098	A	28
DPSCF300485	DPOGS209093	A	28
DPSCF300485	DPOGS209097	A	28
DPSCF300485	DPOGS209096	A	28
DPSCF300485	DPOGS209094	A	28
DPSCF300485	DPOGS209091	A	28
DPSCF300485	DPOGS209090	A	28
DPSCF300486	DPOGS208167	A	24
DPSCF300486	DPOGS208166	A	24
DPSCF300487	DPOGS214891	A	11
DPSCF300488	DPOGS212240	A	28
DPSCF300488	DPOGS212242	A	28
DPSCF300488	DPOGS212241	A	28
DPSCF300488	DPOGS212244	A	28
DPSCF300488	DPOGS212245	A	28
DPSCF300489	DPOGS212796	A	28
DPSCF300489	DPOGS212793	A	28
DPSCF300489	DPOGS212797	A	28
DPSCF300489	DPOGS212790	A	28
DPSCF300489	DPOGS212794	A	28
DPSCF300489	DPOGS212792	A	28
DPSCF300489	DPOGS212795	A	28
DPSCF300489	DPOGS212791	A	28
DPSCF300490	DPOGS202874	A	18
DPSCF300490	DPOGS202875	A	18
DPSCF300491	DPOGS212302	A	13
DPSCF300491	DPOGS212300	A	13
DPSCF300491	DPOGS212301	A	13
DPSCF300491	DPOGS212299	A	13
DPSCF300492	DPOGS213409	A	25
DPSCF300492	DPOGS213408	A	25
DPSCF300493	DPOGS204214	A	22
DPSCF300493	DPOGS204212	A	22
DPSCF300493	DPOGS204213	A	22
DPSCF300494	DPOGS214442	A	NA
DPSCF300494	DPOGS214444	A	NA
DPSCF300494	DPOGS214443	A	NA
DPSCF300495	DPOGS206710	A	NA
DPSCF300496	DPOGS216138	A	3
DPSCF300496	DPOGS216139	A	3
DPSCF300496	DPOGS216140	A	3
DPSCF300496	DPOGS216142	A	3
DPSCF300497	DPOGS201056	A	4
DPSCF300497	DPOGS201060	A	4
DPSCF300497	DPOGS201061	A	4
DPSCF300497	DPOGS201057	A	4
DPSCF300497	DPOGS201059	A	4
DPSCF300497	DPOGS201062	A	4
DPSCF300498	DPOGS213965	A	NA
DPSCF300498	DPOGS213967	A	NA
DPSCF300498	DPOGS213968	A	NA
DPSCF300498	DPOGS213963	A	NA
DPSCF300498	DPOGS213964	A	NA
DPSCF300498	DPOGS213962	A	NA
DPSCF300498	DPOGS213969	A	NA
DPSCF300499	DPOGS210883	A	7
DPSCF300500	DPOGS201272	A	NA
DPSCF300501	DPOGS209125	A	NA
DPSCF300501	DPOGS209126	A	NA
DPSCF300501	DPOGS209127	A	NA
DPSCF300502	DPOGS207690	A	27
DPSCF300502	DPOGS207687	A	27
DPSCF300502	DPOGS207689	A	27
DPSCF300502	DPOGS207692	A	27
DPSCF300502	DPOGS207688	A	27
DPSCF300502	DPOGS207691	A	27
DPSCF300503	DPOGS214684	A	NA
DPSCF300503	DPOGS214685	A	NA
DPSCF300503	DPOGS214686	A	NA
DPSCF300504	DPOGS205429	A	NA
DPSCF300504	DPOGS205427	A	NA
DPSCF300504	DPOGS205425	A	NA
DPSCF300504	DPOGS205428	A	NA
DPSCF300506	DPOGS211263	A	9
DPSCF300506	DPOGS211262	A	9
DPSCF300506	DPOGS211261	A	9
DPSCF300506	DPOGS211264	A	9
DPSCF300507	DPOGS201915	A	25
DPSCF300507	DPOGS201916	A	25
DPSCF300507	DPOGS201917	A	25
DPSCF300507	DPOGS201918	A	25
DPSCF300508	DPOGS213276	A	NA
DPSCF300509	DPOGS206201	A	NA
DPSCF300509	DPOGS206202	A	NA
DPSCF300509	DPOGS206203	A	NA
DPSCF300510	DPOGS209865	A	NA
DPSCF300510	DPOGS209862	A	NA
DPSCF300510	DPOGS209864	A	NA
DPSCF300510	DPOGS209861	A	NA
DPSCF300511	DPOGS200388	A	27
DPSCF300511	DPOGS200389	A	27
DPSCF300511	DPOGS200390	A	27
DPSCF300512	DPOGS211748	A	NA
DPSCF300512	DPOGS211751	A	NA
DPSCF300512	DPOGS211750	A	NA
DPSCF300512	DPOGS211749	A	NA
DPSCF300513	DPOGS201767	A	NA
DPSCF300514	DPOGS211994	A	NA
DPSCF300515	DPOGS202390	A	NA
DPSCF300515	DPOGS202395	A	NA
DPSCF300515	DPOGS202391	A	NA
DPSCF300515	DPOGS202396	A	NA
DPSCF300515	DPOGS202393	A	NA
DPSCF300516	DPOGS213313	A	NA
DPSCF300516	DPOGS213314	A	NA
DPSCF300516	DPOGS213315	A	NA
DPSCF300516	DPOGS213316	A	NA
DPSCF300518	DPOGS215500	A	30
DPSCF300518	DPOGS215499	A	30
DPSCF300518	DPOGS215498	A	30
DPSCF300518	DPOGS215501	A	30
DPSCF300518	DPOGS215502	A	30
DPSCF300519	DPOGS209914	A	8
DPSCF300519	DPOGS209915	A	8
DPSCF300519	DPOGS209916	A	8
DPSCF300520	DPOGS214785	A	NA
DPSCF300522	DPOGS209280	A	31
DPSCF300522	DPOGS209282	A	31
DPSCF300522	DPOGS209283	A	31
DPSCF300522	DPOGS209281	A	31
DPSCF300522	DPOGS209279	A	31
DPSCF300523	DPOGS206164	A	NA
DPSCF300523	DPOGS206165	A	NA
DPSCF300524	DPOGS211060	A	NA
DPSCF300524	DPOGS211062	A	NA
DPSCF300524	DPOGS211063	A	NA
DPSCF300525	DPOGS201623	A	27
DPSCF300525	DPOGS201625	A	27
DPSCF300525	DPOGS201626	A	27
DPSCF300525	DPOGS201624	A	27
DPSCF300525	DPOGS201622	A	27
DPSCF300525	DPOGS201619	A	27
DPSCF300525	DPOGS201620	A	27
DPSCF300525	DPOGS201627	A	27
DPSCF300525	DPOGS201621	A	27
DPSCF300528	DPOGS208850	A	NA
DPSCF300528	DPOGS208848	A	NA
DPSCF300528	DPOGS208849	A	NA
DPSCF300529	DPOGS216081	A	13
DPSCF300529	DPOGS216082	A	13
DPSCF300529	DPOGS216079	A	13
DPSCF300529	DPOGS216080	A	13
DPSCF300530	DPOGS215124	A	NA
DPSCF300530	DPOGS215123	A	NA
DPSCF300531	DPOGS200219	A	NA
DPSCF300531	DPOGS200221	A	NA
DPSCF300532	DPOGS215450	A	NA
DPSCF300532	DPOGS215451	A	NA
DPSCF300533	DPOGS206175	A	NA
DPSCF300534	DPOGS204612	A	NA
DPSCF300535	DPOGS203887	A	NA
DPSCF300535	DPOGS203888	A	NA
DPSCF300535	DPOGS203889	A	NA
DPSCF300537	DPOGS200471	A	NA
DPSCF300537	DPOGS200472	A	NA
DPSCF300537	DPOGS200473	A	NA
DPSCF300537	DPOGS200474	A	NA
DPSCF300538	DPOGS200036	A	NA
DPSCF300538	DPOGS200037	A	NA
DPSCF300538	DPOGS200039	A	NA
DPSCF300538	DPOGS200040	A	NA
DPSCF300539	DPOGS215162	A	8
DPSCF300539	DPOGS215161	A	8
DPSCF300540	DPOGS214022	A	NA
DPSCF300540	DPOGS214021	A	NA
DPSCF300540	DPOGS214017	A	NA
DPSCF300542	DPOGS202869	A	12
DPSCF300542	DPOGS202871	A	12
DPSCF300542	DPOGS202870	A	12
DPSCF300543	DPOGS209525	A	NA
DPSCF300543	DPOGS209524	A	NA
DPSCF300544	DPOGS209656	A	NA
DPSCF300544	DPOGS209661	A	NA
DPSCF300544	DPOGS209660	A	NA
DPSCF300545	DPOGS208136	A	30
DPSCF300545	DPOGS208137	A	30
DPSCF300546	DPOGS214966	A	15
DPSCF300546	DPOGS214968	A	15
DPSCF300546	DPOGS214967	A	15
DPSCF300546	DPOGS214969	A	15
DPSCF300548	DPOGS203427	A	13
DPSCF300548	DPOGS203426	A	13
DPSCF300548	DPOGS203428	A	13
DPSCF300548	DPOGS203430	A	13
DPSCF300548	DPOGS203431	A	13
DPSCF300549	DPOGS212310	A	NA
DPSCF300549	DPOGS212311	A	NA
DPSCF300549	DPOGS212306	A	NA
DPSCF300549	DPOGS212307	A	NA
DPSCF300549	DPOGS212308	A	NA
DPSCF300550	DPOGS201658	A	6
DPSCF300551	DPOGS210296	A	NA
DPSCF300551	DPOGS210295	A	NA
DPSCF300551	DPOGS210294	A	NA
DPSCF300551	DPOGS210293	A	NA
DPSCF300553	DPOGS204093	A	NA
DPSCF300553	DPOGS204095	A	NA
DPSCF300556	DPOGS200758	A	25
DPSCF300556	DPOGS200759	A	25
DPSCF300556	DPOGS200761	A	25
DPSCF300556	DPOGS200757	A	25
DPSCF300556	DPOGS200760	A	25
DPSCF300558	DPOGS210407	A	NA
DPSCF300558	DPOGS210410	A	NA
DPSCF300558	DPOGS210406	A	NA
DPSCF300558	DPOGS210409	A	NA
DPSCF300560	DPOGS205360	A	NA
DPSCF300560	DPOGS205362	A	NA
DPSCF300560	DPOGS205363	A	NA
DPSCF300560	DPOGS205364	A	NA
DPSCF300561	DPOGS211735	A	NA
DPSCF300561	DPOGS211737	A	NA
DPSCF300561	DPOGS211738	A	NA
DPSCF300562	DPOGS207366	A	NA
DPSCF300563	DPOGS213334	A	NA
DPSCF300564	DPOGS201220	A	27
DPSCF300567	DPOGS209938	A	NA
DPSCF300567	DPOGS209939	A	NA
DPSCF300567	DPOGS209940	A	NA
DPSCF300570	DPOGS216179	A	NA
DPSCF300571	DPOGS200696	A	25
DPSCF300571	DPOGS200695	A	25
DPSCF300572	DPOGS213891	A	28
DPSCF300572	DPOGS213893	A	28
DPSCF300573	DPOGS205967	A	NA
DPSCF300574	DPOGS203421	A	NA
DPSCF300574	DPOGS203420	A	NA
DPSCF300579	DPOGS214898	A	NA
DPSCF300579	DPOGS214897	A	NA
DPSCF300581	DPOGS213713	A	NA
DPSCF300581	DPOGS213712	A	NA
DPSCF300583	DPOGS202547	A	NA
DPSCF300584	DPOGS209690	A	NA
DPSCF300586	DPOGS212887	A	NA
DPSCF300588	DPOGS201636	A	NA
DPSCF300588	DPOGS201635	A	NA
DPSCF300589	DPOGS209284	A	NA
DPSCF300592	DPOGS215149	A	NA
DPSCF300592	DPOGS215150	A	NA
DPSCF300596	DPOGS200698	A	NA
DPSCF300597	DPOGS211747	A	NA
DPSCF300598	DPOGS207544	A	8
DPSCF300599	DPOGS213727	A	NA
DPSCF300600	DPOGS203890	A	4
DPSCF300609	DPOGS201630	A	NA
DPSCF300609	DPOGS201632	A	NA
DPSCF300615	DPOGS207696	A	NA
DPSCF300616	DPOGS214971	A	NA
DPSCF300619	DPOGS213736	A	NA
DPSCF300622	DPOGS209565	A	NA
DPSCF300623	DPOGS200043	A	NA
DPSCF300625	DPOGS214923	A	NA
DPSCF300625	DPOGS214925	A	NA
DPSCF300627	DPOGS212923	A	NA
DPSCF300628	DPOGS200879	A	NA
DPSCF300631	DPOGS205259	A	NA
DPSCF300634	DPOGS214077	A	NA
DPSCF300636	DPOGS213162	A	NA
DPSCF300638	DPOGS211755	A	NA
DPSCF300638	DPOGS211756	A	NA
DPSCF300638	DPOGS211754	A	NA
DPSCF300638	DPOGS211753	A	NA
DPSCF300639	DPOGS201634	A	NA
DPSCF300640	DPOGS212001	A	NA
DPSCF300640	DPOGS212000	A	NA
DPSCF300643	DPOGS204144	A	NA
DPSCF300647	DPOGS215514	A	NA
DPSCF300648	DPOGS200399	A	NA
DPSCF300652	DPOGS205725	A	NA
DPSCF300653	DPOGS214879	A	31
DPSCF300653	DPOGS214881	A	31
DPSCF300654	DPOGS202435	A	NA
DPSCF300654	DPOGS202434	A	NA
DPSCF300655	DPOGS209275	A	NA
DPSCF300655	DPOGS209276	A	NA
DPSCF300656	DPOGS212215	A	NA
DPSCF300661	DPOGS209100	A	NA
DPSCF300661	DPOGS209101	A	NA
DPSCF300662	DPOGS209272	A	NA
DPSCF300664	DPOGS206523	A	NA
DPSCF300664	DPOGS206524	A	NA
DPSCF300664	DPOGS206525	A	NA
DPSCF300666	DPOGS213711	A	NA
DPSCF300667	DPOGS207997	A	NA
DPSCF300673	DPOGS210938	A	NA
DPSCF300676	DPOGS200520	A	NA
DPSCF300676	DPOGS200519	A	NA
DPSCF300679	DPOGS215530	A	NA
DPSCF300683	DPOGS213281	A	NA
DPSCF300684	DPOGS209917	A	14
DPSCF300689	DPOGS204211	A	NA
DPSCF300692	DPOGS211996	A	NA
DPSCF300692	DPOGS211997	A	NA
DPSCF300699	DPOGS205254	A	NA
DPSCF300703	DPOGS202868	A	NA
DPSCF300704	DPOGS208633	A	NA
DPSCF300711	DPOGS214652	A	17
DPSCF300715	DPOGS210639	A	NA
DPSCF300715	DPOGS210640	A	NA
DPSCF300716	DPOGS205550	A	NA
DPSCF300724	DPOGS208363	A	NA
DPSCF300727	DPOGS202873	A	NA
DPSCF300730	DPOGS208630	A	NA
DPSCF300731	DPOGS201215	A	NA
DPSCF300731	DPOGS201216	A	NA
DPSCF300739	DPOGS211983	A	NA
DPSCF300742	DPOGS207862	A	6
DPSCF300743	DPOGS212217	A	NA
DPSCF300745	DPOGS213448	A	20
DPSCF300745	DPOGS213449	A	20
DPSCF300750	DPOGS214001	A	NA
DPSCF300750	DPOGS214000	A	NA
DPSCF300750	DPOGS214002	A	NA
DPSCF300753	DPOGS213850	A	NA
DPSCF300753	DPOGS213849	A	NA
DPSCF300754	DPOGS210781	A	NA
DPSCF300762	DPOGS211245	A	NA
DPSCF300763	DPOGS204010	A	NA
DPSCF300766	DPOGS204923	A	NA
DPSCF300771	DPOGS212462	A	NA
DPSCF300774	DPOGS214896	A	NA
DPSCF300780	DPOGS213447	A	NA
DPSCF300783	DPOGS215125	A	NA
DPSCF300783	DPOGS215127	A	NA
DPSCF300786	DPOGS211682	A	NA
DPSCF300788	DPOGS212789	A	NA
DPSCF300788	DPOGS212788	A	NA
DPSCF300789	DPOGS209852	A	NA
DPSCF300791	DPOGS203582	A	NA
DPSCF300792	DPOGS212984	A	NA
DPSCF300798	DPOGS204596	A	NA
DPSCF300799	DPOGS212903	A	NA
DPSCF300799	DPOGS212904	A	NA
DPSCF300800	DPOGS203424	A	NA
DPSCF300804	DPOGS201210	A	NA
DPSCF300809	DPOGS213300	A	NA
DPSCF300823	DPOGS211746	A	NA
DPSCF300828	DPOGS201576	A	NA
DPSCF300831	DPOGS210404	A	9
DPSCF300831	DPOGS210403	A	9
DPSCF300836	DPOGS202684	A	NA
DPSCF300840	DPOGS214445	A	NA
DPSCF300842	DPOGS209853	A	NA
DPSCF300852	DPOGS200385	A	NA
DPSCF300852	DPOGS200386	A	NA
DPSCF300856	DPOGS212798	A	NA
DPSCF300876	DPOGS200499	A	NA
DPSCF300879	DPOGS200666	A	NA
DPSCF300879	DPOGS200665	A	NA
DPSCF300881	DPOGS205752	A	NA
DPSCF300887	DPOGS209854	A	29
DPSCF300890	DPOGS200126	A	NA
DPSCF300892	DPOGS213278	A	NA
DPSCF300892	DPOGS213279	A	NA
DPSCF300893	DPOGS203891	A	13
DPSCF300898	DPOGS205745	A	NA
DPSCF300903	DPOGS203425	A	NA
DPSCF300904	DPOGS209705	A	NA
DPSCF300905	DPOGS200042	A	13
DPSCF300909	DPOGS212893	A	NA
DPSCF300911	DPOGS210564	A	NA
DPSCF300917	DPOGS200521	A	12
DPSCF300918	DPOGS215605	A	NA
DPSCF300921	DPOGS202877	A	NA
DPSCF300925	DPOGS205431	A	NA
DPSCF300929	DPOGS201769	A	NA
DPSCF300931	DPOGS207913	A	NA
DPSCF300934	DPOGS209913	A	NA
DPSCF300943	DPOGS214465	A	NA
DPSCF300944	DPOGS205335	A	NA
DPSCF300948	DPOGS208306	A	NA
DPSCF300956	DPOGS213933	A	NA
DPSCF300960	DPOGS212057	A	NA
DPSCF300968	DPOGS214463	A	NA
DPSCF300971	DPOGS210567	A	3
DPSCF300973	DPOGS215852	A	NA
DPSCF300975	DPOGS205921	A	27
DPSCF300980	DPOGS209020	A	NA
DPSCF300992	DPOGS211243	A	NA
DPSCF301010	DPOGS206240	A	NA
DPSCF301011	DPOGS212890	A	NA
DPSCF301028	DPOGS206367	A	NA
DPSCF301043	DPOGS214023	A	NA
DPSCF301063	DPOGS209300	A	NA
DPSCF301064	DPOGS202549	A	NA
DPSCF301064	DPOGS202550	A	NA
DPSCF301079	DPOGS213890	A	NA
DPSCF301086	DPOGS210531	A	NA
DPSCF301089	DPOGS213454	A	NA
DPSCF301089	DPOGS213455	A	NA
DPSCF301096	DPOGS212640	A	NA
DPSCF301123	DPOGS214653	A	2
DPSCF301125	DPOGS208763	A	NA
DPSCF301127	DPOGS213047	A	NA
DPSCF301132	DPOGS209435	A	NA
DPSCF301138	DPOGS201736	A	NA
DPSCF301139	DPOGS200668	A	NA
DPSCF301146	DPOGS209297	A	NA
DPSCF301151	DPOGS211998	A	NA
DPSCF301156	DPOGS215950	A	18
DPSCF301156	DPOGS215951	A	18
DPSCF301158	DPOGS213971	A	NA
DPSCF301163	DPOGS205744	A	NA
DPSCF301166	DPOGS215367	A	NA
DPSCF301176	DPOGS212246	A	NA
DPSCF301176	DPOGS212247	A	NA
DPSCF301176	DPOGS212248	A	NA
DPSCF301179	DPOGS207369	A	NA
DPSCF301198	DPOGS209564	A	NA
DPSCF301213	DPOGS213656	A	NA
DPSCF301224	DPOGS212681	A	NA
DPSCF301226	DPOGS204592	A	NA
DPSCF301231	DPOGS214682	A	NA
DPSCF301232	DPOGS201128	A	NA
DPSCF301243	DPOGS213716	A	NA
DPSCF301249	DPOGS203234	A	NA
DPSCF301256	DPOGS204562	A	29
DPSCF301265	DPOGS213280	A	NA
DPSCF301271	DPOGS201219	A	NA
DPSCF301278	DPOGS200664	A	NA
DPSCF301279	DPOGS209436	A	NA
DPSCF301285	DPOGS210566	A	NA
DPSCF301291	DPOGS212682	A	NA
DPSCF301302	DPOGS204862	A	NA
