"Scaffold" "Length" "M36M" "M38F" "STM123F" "STM146M" "HI035F" "HI004M"
"4021" "DPSCF304021" 387 37 26 17 23 33 25
"4022" "DPSCF304022" 387 34 10 8 28 6 18
"4023" "DPSCF304023" 387 22 12 8 19 15 8
"4024" "DPSCF304024" 387 14 11 5 19 10 20
"4025" "DPSCF304025" 387 23 13 9 25 17 28
"4026" "DPSCF304026" 387 34 21 12 11 29 8
"4027" "DPSCF304027" 387 33 14 7 17 22 13
"4028" "DPSCF304028" 387 21 15 10 14 12 7
"4029" "DPSCF304029" 387 34 19 8 13 20 11
"4030" "DPSCF304030" 386 22 13 8 4 2 6
"4031" "DPSCF304031" 386 35 30 24 22 18 40
"4032" "DPSCF304032" 386 2 0 0 0 0 0
"4033" "DPSCF304033" 386 0 0 2 0 5 0
"4034" "DPSCF304034" 386 37 21 23 21 20 34
"4035" "DPSCF304035" 386 16 29 NA 11 20 21
"4036" "DPSCF304036" 386 22 6.5 5 12 8 14
"4037" "DPSCF304037" 386 39 21 11 19 22 18
"4038" "DPSCF304038" 386 31 18.5 20 12 20 10
"4039" "DPSCF304039" 386 2 4 8 14.5 0 14
"4040" "DPSCF304040" 386 0 0 0 0 0 0
"4041" "DPSCF304041" 385 48 25 13 17 22 10
"4042" "DPSCF304042" 385 1 0 0 0 0 0
"4043" "DPSCF304043" 385 26 23 7 18 17 9
"4044" "DPSCF304044" 385 6 3 5 10 8 4
"4045" "DPSCF304045" 385 37 29 8 20 24 25
"4046" "DPSCF304046" 385 6 3 3 1 3 1
"4047" "DPSCF304047" 385 0 0 0 0 0 0
"4048" "DPSCF304048" 385 38 15 15 14 21 6
"4049" "DPSCF304049" 385 36 22 11 17 20 21
"4050" "DPSCF304050" 385 42 19 12 24 20 43
"4051" "DPSCF304051" 385 27 15 17 11 14 7
"4052" "DPSCF304052" 385 19 12 5 20 12 21
"4053" "DPSCF304053" 385 41 23 24 24 34 32
"4054" "DPSCF304054" 384 42 26 26 20 23 14
"4055" "DPSCF304055" 384 46 32 23 13 22 15
"4056" "DPSCF304056" 384 37 29 11 15 38 20
"4057" "DPSCF304057" 384 1 2 2 0 2 0
"4058" "DPSCF304058" 384 47 22 19 24 21 46
"4059" "DPSCF304059" 384 34 24 13 23 19 19
"4060" "DPSCF304060" 384 8 2 0 4 0 2
"4061" "DPSCF304061" 384 44 18 133 18 20 26
"4062" "DPSCF304062" 384 39 27 14 22 28 16
"4063" "DPSCF304063" 384 28.5 16 12 20 11 53
"4064" "DPSCF304064" 383 15 5 5 11 14 11
"4065" "DPSCF304065" 383 14 10 4 0 5 NA
"4066" "DPSCF304066" 383 12 5 4 15 5 2
"4067" "DPSCF304067" 383 14 8 10 16 7 33
"4068" "DPSCF304068" 383 29 10 6 10 11 4
"4069" "DPSCF304069" 383 0 0 13 23 11 11
"4070" "DPSCF304070" 383 0 0 0 0 0 0
"4071" "DPSCF304071" 383 47 27 8 19 26 16
"4072" "DPSCF304072" 383 24 20 11 23 21 13
"4073" "DPSCF304073" 383 38 18 51 20 18 43
"4074" "DPSCF304074" 383 28 14 5 19 19 9
"4075" "DPSCF304075" 383 35 16 7 12 19 10
"4076" "DPSCF304076" 383 0 0 0 1 1 4
"4077" "DPSCF304077" 383 19 10 12 12 12 8
"4078" "DPSCF304078" 382 11 5 3 7 9 9
"4079" "DPSCF304079" 382 36 24 12 17 25.5 19
"4080" "DPSCF304080" 382 4 0 9 14 6 3
"4081" "DPSCF304081" 382 16 9 5 14 8 2
"4082" "DPSCF304082" 382 25 17 8.5 25 12 18
"4083" "DPSCF304083" 382 15 7 7 15 12.5 30
"4084" "DPSCF304084" 382 0 4 NA 7.5 NA 52
"4085" "DPSCF304085" 382 40 19 10 17 21 10
"4086" "DPSCF304086" 382 41 13 6 0 0 12
"4087" "DPSCF304087" 381 33 29 17 25 25 24
"4088" "DPSCF304088" 381 42 17 8 26 27 16
"4089" "DPSCF304089" 381 43 22 20 27 34 35
"4090" "DPSCF304090" 381 4 3 5 10 7 10
"4091" "DPSCF304091" 381 20 13 7 8 12 18
"4092" "DPSCF304092" 381 12 3 5 13 4 6
"4093" "DPSCF304093" 381 40 28 9 18 30 6
"4094" "DPSCF304094" 381 40 15 15 23 16 43
"4095" "DPSCF304095" 381 35 24 16 10 24 26
"4096" "DPSCF304096" 380 26 19 13 15 21 49
"4097" "DPSCF304097" 380 47 22 18 31.5 20 26
"4098" "DPSCF304098" 380 28 11 6 19 14 42
"4099" "DPSCF304099" 380 44 27 22 16 25 19
"4100" "DPSCF304100" 380 28 14 7 12 9 17
"4101" "DPSCF304101" 380 4 0 5 11 4 0
"4102" "DPSCF304102" 380 30 8 10 21 15 21
"4103" "DPSCF304103" 380 33.5 18 12 11 21.5 27
"4104" "DPSCF304104" 380 32.5 11.5 10 18.5 13 7
"4105" "DPSCF304105" 380 37 24 7 9 19 6
"4106" "DPSCF304106" 380 40 31 27 22 23 19
"4107" "DPSCF304107" 380 NA NA 10 28 7 15
"4108" "DPSCF304108" 380 44 21 236 22 29 12
"4109" "DPSCF304109" 380 5 2 5 0 6 26
"4110" "DPSCF304110" 380 22 9 17 21 2 16.5
"4111" "DPSCF304111" 380 2 4 1 11 10 5
"4112" "DPSCF304112" 380 37 23 14 24 23 24
"4113" "DPSCF304113" 379 79 79 57 43 90 49
"4114" "DPSCF304114" 379 36 27 11 9 21 15
"4115" "DPSCF304115" 379 34 20 6 13 19 32
"4116" "DPSCF304116" 379 29 13 29 16 22 11
"4117" "DPSCF304117" 379 12 10 8 13 16 6
"4118" "DPSCF304118" 379 39 26 17 24 20 19
"4119" "DPSCF304119" 379 19 13 10 14 13 13
"4120" "DPSCF304120" 379 44 21 8 13 29 8
"4121" "DPSCF304121" 379 9 7 26 23 13 41
"4122" "DPSCF304122" 379 23 26 10 25 17 35
"4123" "DPSCF304123" 378 37 24 11 22 25 13
"4124" "DPSCF304124" 378 19.5 15 9 12 20 4
"4125" "DPSCF304125" 378 10.5 1 5 5 6 0
"4126" "DPSCF304126" 378 42 25 17 19 24 30
"4127" "DPSCF304127" 378 7 4 1 1 8 0
"4128" "DPSCF304128" 378 11 15 8 5.5 3 6
"4129" "DPSCF304129" 378 15 10 4 11 9 19
"4130" "DPSCF304130" 378 9.5 12 2 7 4 8
"4131" "DPSCF304131" 378 1 1 0 1 1 0
"4132" "DPSCF304132" 378 21 13 50 26 9 20
"4133" "DPSCF304133" 378 29 13 7 12 14 46
"4134" "DPSCF304134" 378 0 1 2 5 3 1
"4135" "DPSCF304135" 378 2.5 2 4 6 6 3
"4136" "DPSCF304136" 378 180 201 509 129 138 260
"4137" "DPSCF304137" 378 4 3 4 1.5 1 0
"4138" "DPSCF304138" 378 19 11 4 1 7 20
"4139" "DPSCF304139" 377 42 24 14 22 24 32
"4140" "DPSCF304140" 377 30 5 0 8 17 15
"4141" "DPSCF304141" 377 29 24 18 23 18 69
"4142" "DPSCF304142" 377 36 30 19 19 26 21
"4143" "DPSCF304143" 377 2 0 2 NA 0 10
"4144" "DPSCF304144" 377 30 6 15 10 7 7
"4145" "DPSCF304145" 377 0 0 2 0 1 1
"4146" "DPSCF304146" 377 26 18 4 19 14 51
"4147" "DPSCF304147" 377 11 8 10 9 15 11
"4148" "DPSCF304148" 376 10 5 3 0 0 12
"4149" "DPSCF304149" 376 44.5 24 18 22 24 16
"4150" "DPSCF304150" 376 40 28 27 23 15 48
"4151" "DPSCF304151" 376 21 11.5 3 20 6 0
"4152" "DPSCF304152" 376 25 9 7 7 17 5
"4153" "DPSCF304153" 376 44 22 23 20 27 32.5
"4154" "DPSCF304154" 376 42 25 31 18 19 23
"4155" "DPSCF304155" 376 25 19 10 14 19 12
"4156" "DPSCF304156" 375 37 23 18 21 25 22
"4157" "DPSCF304157" 375 2 1 3 5 8 1
"4158" "DPSCF304158" 375 35 15 7 19 21 12
"4159" "DPSCF304159" 375 27 12 9 26 12 39
"4160" "DPSCF304160" 375 38 29 13 24 20 16
"4161" "DPSCF304161" 375 21 18 5 11 6 13
"4162" "DPSCF304162" 375 36 24 37 26 16 58
"4163" "DPSCF304163" 375 41 27 12 29 15 57
"4164" "DPSCF304164" 375 88 50 3 46 29 71
"4165" "DPSCF304165" 375 14 8 9 7 14 5
"4166" "DPSCF304166" 375 25 9 18 16 20 13
"4167" "DPSCF304167" 375 18 7 5 11 12 7
"4168" "DPSCF304168" 375 28 14 7 17 15 10
"4169" "DPSCF304169" 374 33 21 17 15 21 22
"4170" "DPSCF304170" 374 28.5 17 16 15 12 23
"4171" "DPSCF304171" 374 41 25 20 19 29 16
"4172" "DPSCF304172" 374 22 4 5 5 4 27
"4173" "DPSCF304173" 374 0 0 0 7.5 8 14
"4174" "DPSCF304174" 374 19 8 9 12 17 8
"4175" "DPSCF304175" 374 0 0 2 3 4 0
"4176" "DPSCF304176" 374 18 15.5 10 12.5 12 20
"4177" "DPSCF304177" 373 43 23 16 23 23 19
"4178" "DPSCF304178" 373 26 9 7 NA NA 8
"4179" "DPSCF304179" 373 30 11 3 7 19 7
"4180" "DPSCF304180" 373 338 124 241 258 144 268
"4181" "DPSCF304181" 373 0 0 2 4 NA 3
"4182" "DPSCF304182" 373 42 24 11 20 39 14
"4183" "DPSCF304183" 373 36 28 39 21 18 35
"4184" "DPSCF304184" 373 27 9 16 5 8 8
"4185" "DPSCF304185" 373 42 23 7 16 19 10
"4186" "DPSCF304186" 373 42 26 12 21 23 20
"4187" "DPSCF304187" 373 28 20 14 20 20 24
"4188" "DPSCF304188" 373 37 22 20 18 22 15
"4189" "DPSCF304189" 373 32 12 14 13 22 5
"4190" "DPSCF304190" 372 1 3 NA NA 1 8
"4191" "DPSCF304191" 372 11 6 3 4 8 0
"4192" "DPSCF304192" 372 7 2 11 7 7 0
"4193" "DPSCF304193" 372 0 0 1 0 1 0
"4194" "DPSCF304194" 372 22.5 14 2 9.5 8 9.5
"4195" "DPSCF304195" 372 30.5 22 30 22 17 11
"4196" "DPSCF304196" 372 3 3 NA 2 4 NA
"4197" "DPSCF304197" 372 45 18 16 18 23 27
"4198" "DPSCF304198" 372 40 30 24 29.5 22 19
"4199" "DPSCF304199" 372 16 6 11 13 3.5 31
"4200" "DPSCF304200" 372 35 26 7 20 25 16
"4201" "DPSCF304201" 372 2 0 0 0 0 0
"4202" "DPSCF304202" 372 15 14 11 13 14.5 17
"4203" "DPSCF304203" 372 10 14 8 3 12 6
"4204" "DPSCF304204" 371 38 22 12 21 23 8
"4205" "DPSCF304205" 371 8 5 2 7 9 19
"4206" "DPSCF304206" 371 46 28 12 23 30 22
"4207" "DPSCF304207" 371 5 0 1 8 0 1
"4208" "DPSCF304208" 371 38 25 10 22 24 17
"4209" "DPSCF304209" 371 18 6 8 8 7 24
"4210" "DPSCF304210" 371 26 16 7 9 19 15
"4211" "DPSCF304211" 371 31 22 17 3 22 2
"4212" "DPSCF304212" 371 40 22 16 20 35 34
"4213" "DPSCF304213" 371 8 4 4 13 6 8
"4214" "DPSCF304214" 371 41 28 16 19 29 17
"4215" "DPSCF304215" 371 40 28 14 28 29 17
"4216" "DPSCF304216" 371 37 27 16 21 30 13
"4217" "DPSCF304217" 370 38 27 16 10 25 4
"4218" "DPSCF304218" 370 12 8 3 19 8 3.5
"4219" "DPSCF304219" 370 41 25 10 18 26 24
"4220" "DPSCF304220" 370 8.5 6 2 2 5 9
"4221" "DPSCF304221" 370 37 21 11 17.5 31 20
"4222" "DPSCF304222" 370 39 22 15 24 14 21
"4223" "DPSCF304223" 370 4 0 2 0 2 0
"4224" "DPSCF304224" 370 30.5 15 44 18 13 39
"4225" "DPSCF304225" 370 0 0 NA 0 0 0
"4226" "DPSCF304226" 369 33 22 9 21 33 11
"4227" "DPSCF304227" 369 38 23 10 18 24 14
"4228" "DPSCF304228" 369 43 18 23 20 19 34
"4229" "DPSCF304229" 369 0 0 0 0 NA 0
"4230" "DPSCF304230" 369 42 29 16 23 27 18
"4231" "DPSCF304231" 368 6 9 8 16 3 5
"4232" "DPSCF304232" 368 1 0 3 0 NA 0
"4233" "DPSCF304233" 368 33 19 33 15 18 8
"4234" "DPSCF304234" 368 29 18 10 14 20 10
"4235" "DPSCF304235" 368 27 18 27 16 17 10
"4236" "DPSCF304236" 368 46 19 11 13 23 12
"4237" "DPSCF304237" 368 44 21 17 20 26 14
"4238" "DPSCF304238" 368 4 0 2 10 0 7
"4239" "DPSCF304239" 368 12 11 11 12 14 24
"4240" "DPSCF304240" 368 12 7 2 9 0 8
"4241" "DPSCF304241" 368 17.5 8 1 6 12 10
"4242" "DPSCF304242" 368 35 21 13 9 22.5 20
"4243" "DPSCF304243" 368 29.5 22 17 19 17 23
"4244" "DPSCF304244" 368 108 116.5 61.5 83 75 96
"4245" "DPSCF304245" 368 66 28 17 17.5 7 17
"4246" "DPSCF304246" 367 38 21 12 26 26 9
"4247" "DPSCF304247" 367 43 18 13 15 32 51
"4248" "DPSCF304248" 367 34 16 14 21 21 32
"4249" "DPSCF304249" 367 13 8 4 12 9 2
"4250" "DPSCF304250" 367 22 12 8 11 6 5
"4251" "DPSCF304251" 367 178 89 73 75 103 56
"4252" "DPSCF304252" 367 34 19 19 12 22 26
"4253" "DPSCF304253" 367 1 0 0 NA NA 0
"4254" "DPSCF304254" 367 6 2 0 1 0 0
"4255" "DPSCF304255" 367 36 22 16 21 24 22
"4256" "DPSCF304256" 367 197 118 37 78 89 86
"4257" "DPSCF304257" 367 10 0 8 3 NA NA
"4258" "DPSCF304258" 367 41 19 51 15 37 2
"4259" "DPSCF304259" 367 5 3 7 13 5 10
"4260" "DPSCF304260" 367 30 14 23 23 21 50
"4261" "DPSCF304261" 367 3 5 0 1 2 1
"4262" "DPSCF304262" 367 19 11 2 0 16 5
"4263" "DPSCF304263" 366 31 22.5 9 14 28 9.5
"4264" "DPSCF304264" 366 41 28 13 18 23 18
"4265" "DPSCF304265" 366 41 22 13 15 23 35
"4266" "DPSCF304266" 366 0 NA 0 1 0 0
"4267" "DPSCF304267" 366 5 4 3 15 6 13
"4268" "DPSCF304268" 366 33 20 29 26 21 31
"4269" "DPSCF304269" 366 33 26 9 22 21.5 10
"4270" "DPSCF304270" 366 4 3 2 0 3 2
"4271" "DPSCF304271" 366 29 12 11 23 14 15
"4272" "DPSCF304272" 366 42 31 14.5 22 21 16
"4273" "DPSCF304273" 366 8 4 4 10 3 7
"4274" "DPSCF304274" 366 30 14 9 18 18 18
"4275" "DPSCF304275" 366 11 8 23 10 9 11
"4276" "DPSCF304276" 366 6 6 4 0 2 12.5
"4277" "DPSCF304277" 365 0 0 0 0 0 1
"4278" "DPSCF304278" 365 36 22 10 19 31 9
"4279" "DPSCF304279" 365 15 11 7 14 13 37
"4280" "DPSCF304280" 365 NA 8 6 12 13 13
"4281" "DPSCF304281" 365 41 30 9 20 20 18
"4282" "DPSCF304282" 365 29 17 9 17 16 19
"4283" "DPSCF304283" 365 32 21 11 18 18 14
"4284" "DPSCF304284" 365 1 0 0 1 1 0
"4285" "DPSCF304285" 365 19 14 5 22 10 15
"4286" "DPSCF304286" 365 44 27 26 27 23 22
"4287" "DPSCF304287" 365 32 18 28 23 17 22
"4288" "DPSCF304288" 365 41 29 14 18 26 12
"4289" "DPSCF304289" 365 17 14 15 7 16 15
"4290" "DPSCF304290" 365 18 11 4 13 10 14
"4291" "DPSCF304291" 365 51 30 30 20 21 22
"4292" "DPSCF304292" 365 35 18 17 20 20 42
"4293" "DPSCF304293" 364 6 1 0 1 1 1
"4294" "DPSCF304294" 364 10 3 7 18 8 13
"4295" "DPSCF304295" 364 23 21 12 19 22 13
"4296" "DPSCF304296" 364 0 0 0 3 0 0
"4297" "DPSCF304297" 364 40 21.5 13 16 30 11
"4298" "DPSCF304298" 364 23 19 14 19 11 10
"4299" "DPSCF304299" 364 3 0 0 0 0 0
"4300" "DPSCF304300" 364 46 24 136.5 39 15 59
"4301" "DPSCF304301" 364 6 4 2 19 8 12
"4302" "DPSCF304302" 364 36 20 16 19 27 24.5
"4303" "DPSCF304303" 364 45 22 23 25 18 39.5
"4304" "DPSCF304304" 364 37 22 16 24 21 20
"4305" "DPSCF304305" 364 30 22 13 20 19 16
"4306" "DPSCF304306" 364 31.5 21 14 17 21 20
"4307" "DPSCF304307" 364 41 30 17 18 33 15
"4308" "DPSCF304308" 363 45 21 11 18 17 32
"4309" "DPSCF304309" 363 14 10 5 13 10 32
"4310" "DPSCF304310" 363 2 1 1 8 3 4
"4311" "DPSCF304311" 363 22 14 11 17 15 7
"4312" "DPSCF304312" 363 24 12 2 5 14 5
"4313" "DPSCF304313" 363 12 11 5 13 12 9
"4314" "DPSCF304314" 363 10 6 7 15 18 11
"4315" "DPSCF304315" 363 18 9 6 14 7 14
"4316" "DPSCF304316" 363 1 1 0 3 0 12
"4317" "DPSCF304317" 363 43 25 34 24 26 15
"4318" "DPSCF304318" 363 28 22 14 18 22 13
"4319" "DPSCF304319" 363 28 9 12 20 6 6
"4320" "DPSCF304320" 363 42 24 36 25 19 39
"4321" "DPSCF304321" 363 0 0 0 0 0 0
"4322" "DPSCF304322" 363 30 19 16 12 17 18
"4323" "DPSCF304323" 363 3 1 1 2 3 3
"4324" "DPSCF304324" 363 36 18 15 7 16 31
"4325" "DPSCF304325" 362 25 11 8 12 11 11.5
"4326" "DPSCF304326" 362 42 30 9 23 33 18
"4327" "DPSCF304327" 362 10 3.5 1 2 1 6
"4328" "DPSCF304328" 362 1 3 6 14 4 14
"4329" "DPSCF304329" 362 0 0 8 0 0 11
"4330" "DPSCF304330" 362 36 20 12 16 24 9
"4331" "DPSCF304331" 362 17 6 9 7 8 9
"4332" "DPSCF304332" 362 8 8 4 6.5 10 8
"4333" "DPSCF304333" 362 44 20 21 17 24 20
"4334" "DPSCF304334" 362 1 3 7 12 9 12
"4335" "DPSCF304335" 362 2 1 2 2 0 4
"4336" "DPSCF304336" 362 6 5 9 11 4 11
"4337" "DPSCF304337" 362 44 23 11 12 22 9
"4338" "DPSCF304338" 362 23 10 7 13 13 11
"4339" "DPSCF304339" 362 48 29 25 11 22 36
"4340" "DPSCF304340" 362 39 27 25 20 26 16
"4341" "DPSCF304341" 362 36 25 19 19 32 16
"4342" "DPSCF304342" 362 18 7 6 17 10 15
"4343" "DPSCF304343" 362 29.5 19 9 17 13 8
"4344" "DPSCF304344" 362 43 23 13 28 22 24
"4345" "DPSCF304345" 361 25 11 9 4 6 2
"4346" "DPSCF304346" 361 18 9 6 10 11 16
"4347" "DPSCF304347" 361 45 17 21 29 16 47
"4348" "DPSCF304348" 361 24 17 10 20 9 37
"4349" "DPSCF304349" 361 17 10 6 11 17 11
"4350" "DPSCF304350" 361 10 10 22 27 17 22
"4351" "DPSCF304351" 361 2 0 0 0 0 0
"4352" "DPSCF304352" 361 45 29 10 23 27 25
"4353" "DPSCF304353" 361 34 22 14 14 16 8
"4354" "DPSCF304354" 361 29 21 12 14 17 15
"4355" "DPSCF304355" 361 0 1 0 1 0 0
"4356" "DPSCF304356" 361 1 1 0 0 1 0
"4357" "DPSCF304357" 361 42 17 7 19 20 12
"4358" "DPSCF304358" 361 17 12 5 10 8 5
"4359" "DPSCF304359" 361 46 25 18 27 26 25
"4360" "DPSCF304360" 361 0 0 3 4 1 1
"4361" "DPSCF304361" 360 40 14 7 19 13 30
"4362" "DPSCF304362" 360 21 18 20 19.5 9 32
"4363" "DPSCF304363" 360 38 13 11 17 16 22.5
"4364" "DPSCF304364" 360 32 18 4.5 16 12 11
"4365" "DPSCF304365" 360 9 5 5 9 2 9
"4366" "DPSCF304366" 360 15 6 4 14 8 12
"4367" "DPSCF304367" 360 14 5 6 2 5 1
"4368" "DPSCF304368" 360 1 0 2 8 4 1
"4369" "DPSCF304369" 360 28 16 24 15 21 30
"4370" "DPSCF304370" 360 47 26 24 14 29 13
"4371" "DPSCF304371" 360 19 16 17 11 18 11
"4372" "DPSCF304372" 359 234 357 575 134 196 252
"4373" "DPSCF304373" 359 28 16 12 13 27 9
"4374" "DPSCF304374" 359 43 26 21 13 26 11
"4375" "DPSCF304375" 359 30 15 3 5 12 4
"4376" "DPSCF304376" 359 31 13 13 15 8 8
"4377" "DPSCF304377" 359 20 5 16 14 17 33
"4378" "DPSCF304378" 359 15 11 9 19 6 10
"4379" "DPSCF304379" 359 24 13 8 17 13 11
"4380" "DPSCF304380" 359 117 93 54 175 69 210
"4381" "DPSCF304381" 359 0 0 0 0 0 0
"4382" "DPSCF304382" 359 36 21 14 17 20 27
"4383" "DPSCF304383" 359 43 23 14 24 31 25
"4384" "DPSCF304384" 359 0 0 0 0 0 0
"4385" "DPSCF304385" 359 19 12 8 13 13 6
"4386" "DPSCF304386" 359 0 0 0 2 2 3
"4387" "DPSCF304387" 359 0 0 1 2 5 0
"4388" "DPSCF304388" 359 5 2 1 8 3 4
"4389" "DPSCF304389" 358 12 9 7 9 10 12
"4390" "DPSCF304390" 358 32 23 7 21 17 20
"4391" "DPSCF304391" 358 23.5 11 11 16 11 14
"4392" "DPSCF304392" 358 0 0 2 0 1 2
"4393" "DPSCF304393" 358 48 24 27 15 28 31
"4394" "DPSCF304394" 358 23 15 3 14.5 11 7
"4395" "DPSCF304395" 358 23 39 29 9.5 33.5 2
"4396" "DPSCF304396" 358 29 16 8 16 10 20
"4397" "DPSCF304397" 358 0 6.5 0 0 0 0
"4398" "DPSCF304398" 358 6 2 2 10 8 4
"4399" "DPSCF304399" 358 42 25 18 43 20 15
"4400" "DPSCF304400" 358 36 24 17 14 26 36
"4401" "DPSCF304401" 358 25 13 10 17 16 21
"4402" "DPSCF304402" 358 33 17 12 15.5 18 10
"4403" "DPSCF304403" 358 20 10 6 15 11 9
"4404" "DPSCF304404" 358 31 19 20 26 21 25
"4405" "DPSCF304405" 358 39 18.5 10 21 14 41
"4406" "DPSCF304406" 358 13 6 5 12.5 3 21.5
"4407" "DPSCF304407" 357 33 20 9 19 20 15
"4408" "DPSCF304408" 357 10 9 7 19 7 26
"4409" "DPSCF304409" 357 7 6 8 4 3 6
"4410" "DPSCF304410" 357 39 24 16 26 24 21
"4411" "DPSCF304411" 357 42 32 25 20 26 22
"4412" "DPSCF304412" 357 33 21 11 15 22 12
"4413" "DPSCF304413" 357 34 22 34 21 19 24
"4414" "DPSCF304414" 357 0 5 4 10 6 7
"4415" "DPSCF304415" 357 1 5 2 2 3 1
"4416" "DPSCF304416" 357 18 26 56 9 0 12
"4417" "DPSCF304417" 357 40 23 20 6 30 11
"4418" "DPSCF304418" 357 33 4 8 0 0 11
"4419" "DPSCF304419" 357 5 6 1 7 9 2
"4420" "DPSCF304420" 357 39 22 15 29 22 19
"4421" "DPSCF304421" 357 45 19 15 11 12 26
"4422" "DPSCF304422" 357 41 22 12 17 29 18
"4423" "DPSCF304423" 357 16 11 10 14 10 14
"4424" "DPSCF304424" 357 1 1 3 1 0 0
"4425" "DPSCF304425" 356 35 20.5 16 12 18 21
"4426" "DPSCF304426" 356 31 25 13 19 25 15
"4427" "DPSCF304427" 356 23 19 37 16 18 26.5
"4428" "DPSCF304428" 356 36 25 25 15 29 18
"4429" "DPSCF304429" 356 36 28 13 19.5 18 8
"4430" "DPSCF304430" 356 0 0 0 0 0 1
"4431" "DPSCF304431" 356 3 1 3 2 1 0
"4432" "DPSCF304432" 356 5 7 5 2 2 8
"4433" "DPSCF304433" 356 11 2 3 10 12 4
"4434" "DPSCF304434" 356 14 6 0 16 7 9
"4435" "DPSCF304435" 356 40 30 8 15 26 19.5
"4436" "DPSCF304436" 356 16 18 6 8 21 8.5
"4437" "DPSCF304437" 355 50 23 52 21 28 30
"4438" "DPSCF304438" 355 40 25 13 24 25 17
"4439" "DPSCF304439" 355 2 1 0 10 0 4
"4440" "DPSCF304440" 355 41 23 10 21 28 18
"4441" "DPSCF304441" 355 7 2 4 6 6 16
"4442" "DPSCF304442" 355 1 0 4 2 16 2
"4443" "DPSCF304443" 355 22 12 NA 20 3 21
"4444" "DPSCF304444" 355 0 0 0 0 0 0
"4445" "DPSCF304445" 355 0 0 66 15 1 10
"4446" "DPSCF304446" 355 44 30 10 20 21 47
"4447" "DPSCF304447" 355 34 23 17 18 30 8
"4448" "DPSCF304448" 355 0 0 0 0 0 0
"4449" "DPSCF304449" 355 20 16 35 0 9 0
"4450" "DPSCF304450" 355 29 19 10 14 15 11
"4451" "DPSCF304451" 355 33 16 12 17 19 14
"4452" "DPSCF304452" 354 35 21 19 11 27 19.5
"4453" "DPSCF304453" 354 8 5 2 6 4 3
"4454" "DPSCF304454" 354 10 0 3 4 3 0
"4455" "DPSCF304455" 354 15 8 4 1 7 0
"4456" "DPSCF304456" 354 0 3 2 7 3 12
"4457" "DPSCF304457" 354 54.5 40.5 20 40 32 19
"4458" "DPSCF304458" 354 35 20 11 18 24 11
"4459" "DPSCF304459" 354 24 13 11 22 13 18
"4460" "DPSCF304460" 354 4 2 11 6 2 6
"4461" "DPSCF304461" 354 NA 6 10 10 12 14
"4462" "DPSCF304462" 354 42 26 14 19 30 23
"4463" "DPSCF304463" 354 23.5 20 18 15 14 27
"4464" "DPSCF304464" 354 44 20 16 13 15 5
"4465" "DPSCF304465" 353 9 2 9 12 1 9
"4466" "DPSCF304466" 353 0 0 0 0 0 0
"4467" "DPSCF304467" 353 NA 15 8 NA 8 12
"4468" "DPSCF304468" 353 24 7 2 15 18 14
"4469" "DPSCF304469" 353 33 22 13 18 27 12
"4470" "DPSCF304470" 353 0 1 0 0 3 0
"4471" "DPSCF304471" 353 10 2 5 11 2 20
"4472" "DPSCF304472" 353 31 14 0 10 0 12
"4473" "DPSCF304473" 353 41 24 18 29 33 13
"4474" "DPSCF304474" 353 1 0 1 1 3 16
"4475" "DPSCF304475" 353 42 27 110 23 17 34
"4476" "DPSCF304476" 353 18 17 2 19 17 28
"4477" "DPSCF304477" 353 NA 2 5 14 8 NA
"4478" "DPSCF304478" 352 28 18 12 29 14 37
"4479" "DPSCF304479" 352 17 10.5 10 13 9 11
"4480" "DPSCF304480" 352 27 11 14 28 11 21
"4481" "DPSCF304481" 352 31 18 149.5 21 14 34
"4482" "DPSCF304482" 352 11 0 2 17 1 0
"4483" "DPSCF304483" 352 18.5 8 NA 16 8 12
"4484" "DPSCF304484" 352 12 9 5 2 5 3
"4485" "DPSCF304485" 352 0 0 7 4 3 1
"4486" "DPSCF304486" 351 10 0 0 7 2 7
"4487" "DPSCF304487" 351 29 21 10 18 37 3
"4488" "DPSCF304488" 351 1 3 0 3 2 4
"4489" "DPSCF304489" 351 1 5 0 0 4 0
"4490" "DPSCF304490" 351 128 64 72 62 47 50
"4491" "DPSCF304491" 351 25 22 29 13 14 13
"4492" "DPSCF304492" 351 37 14 14 14 10 11
"4493" "DPSCF304493" 351 6 6 2 4 0 12
"4494" "DPSCF304494" 351 5 2 0 5 2 7
"4495" "DPSCF304495" 351 30 11 7 10 15 16
"4496" "DPSCF304496" 351 4 4 0 1 2 3
"4497" "DPSCF304497" 351 37 25 11 16 14 14
"4498" "DPSCF304498" 351 35 23 8 20 28 14
"4499" "DPSCF304499" 351 38 25 12 20 27 15
"4500" "DPSCF304500" 351 2 2 0 1 1 2
"4501" "DPSCF304501" 350 39 23 16 20 18 47
"4502" "DPSCF304502" 350 34 15 13 7 19 22
"4503" "DPSCF304503" 350 5 6 2 2 0 0
"4504" "DPSCF304504" 350 17 7 10 15 4 39
"4505" "DPSCF304505" 350 37 21 12 18 23 16
"4506" "DPSCF304506" 350 10 5 10 21 2 28
"4507" "DPSCF304507" 350 39 17 13 21.5 25 15.5
"4508" "DPSCF304508" 350 2 NA 0 9 2 NA
"4509" "DPSCF304509" 350 22 14 8.5 17 19 6
"4510" "DPSCF304510" 350 18 11 10 24 10 38
"4511" "DPSCF304511" 350 NA NA 2 0 0 4
