# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	XP_004931208	DPOGS210242
2	2	1	XP_004931209	DPOGS210219
2	9	0.111	XP_004931210,XP_004931218,XP_004931217,XP_004931216,XP_004931214,XP_004931213,XP_004931212,XP_004931211	DPOGS210241
2	3	0.333	XP_004931219,XP_004931220	DPOGS210220
2	2	1	XP_004931221	DPOGS210231
2	2	1	XP_004931222	DPOGS210237
2	2	1	XP_004931223	DPOGS210236
2	2	1	XP_004931225	DPOGS202075
2	2	1	XP_004931226	DPOGS202070
2	2	1	XP_004931228	DPOGS208888
2	2	1	XP_004931229	DPOGS208894
2	2	1	XP_004931231	DPOGS208961
2	2	1	XP_004931234	DPOGS208896
2	2	1	XP_004931235	DPOGS208958
2	2	1	XP_004931236	DPOGS208898
2	2	1	XP_004931237	DPOGS208902
2	2	1	XP_004931238	DPOGS208907
2	2	1	XP_004931239	DPOGS208954
2	2	1	XP_004931240	DPOGS208915
2	2	1	XP_004931241	DPOGS208949
2	2	1	XP_004931242	DPOGS208946
2	2	1	XP_004931243	DPOGS208945
2	2	1	XP_004931244	DPOGS208944
2	2	1	XP_004931246	DPOGS208939
2	2	1	XP_004931248	DPOGS208937
2	2	1	XP_004931249	DPOGS208933
2	2	1	XP_004931252	DPOGS206489
2	2	1	XP_004931253	DPOGS206492
2	2	1	XP_004931254	DPOGS205572
2	2	1	XP_004931255	DPOGS205556
2	2	1	XP_004931258	DPOGS205560
2	2	1	XP_004931260	DPOGS210251
2	2	1	XP_004931262	DPOGS210214
2	2	1	XP_004931263	DPOGS210216
2	2	1	XP_004931264	DPOGS210245
2	2	1	XP_004931265	DPOGS210243
2	2	1	XP_004931271	DPOGS212043
2	2	1	XP_004931273	DPOGS212045
2	2	1	XP_004931275	DPOGS212020
2	2	1	XP_004931276	DPOGS212049
2	2	1	XP_004931277	DPOGS212050
2	2	1	XP_004931278	DPOGS212018
2	2	1	XP_004931279	DPOGS212051
2	2	1	XP_004931280	DPOGS212052
2	2	1	XP_004931282	DPOGS212015
2	3	0.333	XP_004931284,XP_004931286	DPOGS212012
2	2	1	XP_004931287	DPOGS200939
2	2	1	XP_004931288	DPOGS200940
2	2	1	XP_004931289	DPOGS200943
2	3	0.333	XP_004931291,XP_004931292	DPOGS200945
2	3	0.333	XP_004931293,XP_004931294	DPOGS200957
2	3	0.333	XP_004931295,XP_004931296	DPOGS200946
2	2	1	XP_004931297	DPOGS210151
2	2	1	XP_004931298	DPOGS210150
2	2	1	XP_004931299	DPOGS212492
2	2	1	XP_004931305	DPOGS212493
2	2	1	XP_004931306	DPOGS212494
2	2	1	XP_004931307	DPOGS212488
2	2	1	XP_004931308	DPOGS212495
2	3	0.333	XP_004931309,XP_004931310	DPOGS212485
2	6	0.167	XP_004931312,XP_004931316,XP_004931315,XP_004931314,XP_004931313	DPOGS212486
2	2	1	XP_004931317	DPOGS212496
2	2	1	XP_004931320	DPOGS204991
2	2	1	XP_004931321	DPOGS204986
2	3	0.333	XP_004931323,XP_004931324	DPOGS204984
2	2	1	XP_004931325	DPOGS204994
2	2	1	XP_004931326	DPOGS204983
2	2	1	XP_004931327	DPOGS204995
2	2	1	XP_004931328	DPOGS204978
2	2	1	XP_004931329	DPOGS204999
2	2	1	XP_004931330	DPOGS205000
2	2	1	XP_004931331	DPOGS205005
2	3	0.333	XP_004931332,XP_004931333	DPOGS205007
2	2	1	XP_004931334	DPOGS205008
2	2	1	XP_004931336	DPOGS204688
2	3	0.333	XP_004931341,XP_004931342	DPOGS204673
2	3	0.333	XP_004931343,XP_004931344	DPOGS204689
2	2	1	XP_004931345	DPOGS204677
2	2	1	XP_004931346	DPOGS204686
2	2	1	XP_004931352	DPOGS200956
2	3	0.333	XP_004931354,XP_004931355	DPOGS207316
2	3	0.333	XP_004931356,XP_004931357	DPOGS207317
2	2	1	XP_004931358	DPOGS208187
2	2	1	XP_004931360	DPOGS208171
2	2	1	XP_004931363	DPOGS208172
2	2	1	XP_004931364	DPOGS208184
2	2	1	XP_004931366	DPOGS208183
2	2	1	XP_004931369	DPOGS216145
2	2	1	XP_004931370	DPOGS216147
2	3	0.333	XP_004931371,XP_004931372	DPOGS207337
2	2	1	XP_004931373	DPOGS207341
2	2	1	XP_004931374	DPOGS207346
2	2	1	XP_004931375	DPOGS207347
2	2	1	XP_004931377	DPOGS207348
2	2	1	XP_004931378	DPOGS207331
2	2	1	XP_004931379	DPOGS207327
2	2	1	XP_004931380	DPOGS207330
2	2	1	XP_004931384	DPOGS209777
2	2	1	XP_004931386	DPOGS212031
2	2	1	XP_004931388	DPOGS212027
2	2	1	XP_004931389	DPOGS212026
2	2	1	XP_004931390	DPOGS212047
2	2	1	XP_004931391	DPOGS212025
2	2	1	XP_004931392	DPOGS212022
2	2	1	XP_004931397	DPOGS200963
2	2	1	XP_004931398	DPOGS200961
2	2	1	XP_004931399	DPOGS200942
2	2	1	XP_004931400	DPOGS200959
2	2	1	XP_004931404	DPOGS212487
2	2	1	XP_004931405	DPOGS212497
2	2	1	XP_004931407	DPOGS204980
2	2	1	XP_004931408	DPOGS204970
2	2	1	XP_004931409	DPOGS204674
2	2	1	XP_004931410	DPOGS204687
2	2	1	XP_004931411	DPOGS204678
2	2	1	XP_004931412	DPOGS204680
2	2	1	XP_004931413	DPOGS204685
2	2	1	XP_004931415	DPOGS208189
2	2	1	XP_004931417	DPOGS208188
2	2	1	XP_004931419	DPOGS208186
2	2	1	XP_004931421	DPOGS208176
2	2	1	XP_004931424	DPOGS207336
2	2	1	XP_004931425	DPOGS207335
2	2	1	XP_004931426	DPOGS207340
2	2	1	XP_004931431	DPOGS207356
2	2	1	XP_004931433	DPOGS209770
2	3	0.333	XP_004931435,XP_004931436	DPOGS201628
2	2	1	XP_004931440	DPOGS207273
2	2	1	XP_004931443	DPOGS207279
2	2	1	XP_004931444	DPOGS207278
2	2	1	XP_004931445	DPOGS207276
2	2	1	XP_004931447	DPOGS204841
2	2	1	XP_004931449	DPOGS204853
2	2	1	XP_004931450	DPOGS204855
2	3	0.333	XP_004931451,XP_004931452	DPOGS204857
2	2	1	XP_004931453	DPOGS204858
2	2	1	XP_004931456	DPOGS204836
2	2	1	XP_004931457	DPOGS204859
2	2	1	XP_004931459	DPOGS204877
2	6	0.167	XP_004931460	DPOGS204874,DPOGS204873,DPOGS204872,DPOGS204871,DPOGS204870
2	2	1	XP_004931465	DPOGS204890
2	2	1	XP_004931466	DPOGS204879
2	2	1	XP_004931467	DPOGS204888
2	2	1	XP_004931468	DPOGS204881
2	3	0.333	XP_004931469,XP_004931470	DPOGS211622
2	2	1	XP_004931475	DPOGS211631
2	3	0.333	XP_004931476	DPOGS211633,DPOGS211632
2	2	1	XP_004931477	DPOGS211650
2	2	1	XP_004931479	DPOGS211648
2	2	1	XP_004931480	DPOGS211635
2	2	1	XP_004931481	DPOGS211647
2	3	0.333	XP_004931482,XP_004931483	DPOGS211646
2	3	0.333	XP_004931485,XP_004931486	DPOGS211645
2	2	1	XP_004931487	DPOGS211644
2	2	1	XP_004931488	DPOGS211641
2	5	0.2	XP_004931489,XP_004931492,XP_004931491,XP_004931490	DPOGS211640
2	2	1	XP_004931495	DPOGS213505
2	2	1	XP_004931496	DPOGS213627
2	2	1	XP_004931497	DPOGS213626
2	2	1	XP_004931498	DPOGS213507
2	2	1	XP_004931499	DPOGS213508
2	3	0.333	XP_004931501,XP_004931502	DPOGS200663
2	2	1	XP_004931503	DPOGS213622
2	2	1	XP_004931504	DPOGS213620
2	2	1	XP_004931505	DPOGS213623
2	2	1	XP_004931506	DPOGS213511
2	4	0.25	XP_004931507,XP_004931509,XP_004931508	DPOGS213512
2	4	0.5	XP_004931510,XP_004931511	DPOGS213619,DPOGS213618
2	2	1	XP_004931513	DPOGS213513
2	2	1	XP_004931515	DPOGS213518
2	2	1	XP_004931517	DPOGS213615
2	2	1	XP_004931518	DPOGS213612
2	2	1	XP_004931519	DPOGS213611
2	2	1	XP_004931520	DPOGS213609
2	2	1	XP_004931521	DPOGS213520
2	2	1	XP_004931522	DPOGS213610
2	2	1	XP_004931523	DPOGS213523
2	2	1	XP_004931524	DPOGS213608
2	2	1	XP_004931525	DPOGS213605
2	3	0.333	XP_004931526,XP_004931527	DPOGS213526
2	2	1	XP_004931528	DPOGS213527
2	2	1	XP_004931529	DPOGS213530
2	3	0.333	XP_004931530,XP_004931531	DPOGS213532
2	2	1	XP_004931534	DPOGS213537
2	3	0.333	XP_004931535,XP_004931536	DPOGS213594
2	2	1	XP_004931537	DPOGS213593
2	2	1	XP_004931538	DPOGS213588
2	2	1	XP_004931539	DPOGS213540
2	4	0.25	XP_004931540,XP_004931542,XP_004931541	DPOGS213542
2	2	1	XP_004931543	DPOGS213586
2	2	1	XP_004931544	DPOGS213543
2	2	1	XP_004931546	DPOGS213582
2	2	1	XP_004931547	DPOGS213545
2	2	1	XP_004931548	DPOGS213546
2	2	1	XP_004931549	DPOGS213581
2	2	1	XP_004931551	DPOGS213580
2	2	1	XP_004931552	DPOGS213547
2	3	0.333	XP_004931553,XP_004931554	DPOGS213549
2	2	1	XP_004931555	DPOGS213548
2	4	0.25	XP_004931556,XP_004931558,XP_004931557	DPOGS213554
2	3	0.333	XP_004931559,XP_004931560	DPOGS213577
2	2	1	XP_004931561	DPOGS213557
2	3	0.333	XP_004931563,XP_004931564	DPOGS213574
2	2	1	XP_004931565	DPOGS213560
2	2	1	XP_004931566	DPOGS213562
2	2	1	XP_004931567	DPOGS213570
2	2	1	XP_004931568	DPOGS213563
2	3	0.333	XP_004931569,XP_004931570	DPOGS213568
2	2	1	XP_004931571	DPOGS213565
2	2	1	XP_004931572	DPOGS213569
2	4	0.25	XP_004931573,XP_004931575,XP_004931574	DPOGS213294
2	2	1	XP_004931576	DPOGS213298
2	2	1	XP_004931577	DPOGS202869
2	2	1	XP_004931578	DPOGS202870
2	3	0.333	XP_004931579,XP_004931580	DPOGS213295
2	2	1	XP_004931581	DPOGS213717
2	2	1	XP_004931582	DPOGS213718
2	2	1	XP_004931583	DPOGS213726
2	2	1	XP_004931588	DPOGS201942
2	2	1	XP_004931589	DPOGS201937
2	2	1	XP_004931591	DPOGS201944
2	2	1	XP_004931592	DPOGS212924
2	2	1	XP_004931593	DPOGS212978
2	2	1	XP_004931594	DPOGS212974
2	2	1	XP_004931595	DPOGS212975
2	2	1	XP_004931596	DPOGS212976
2	2	1	XP_004931597	DPOGS212927
2	2	1	XP_004931599	DPOGS212977
2	2	1	XP_004931600	DPOGS212929
2	2	1	XP_004931601	DPOGS212930
2	2	1	XP_004931602	DPOGS212971
2	2	1	XP_004931604	DPOGS212972
2	2	1	XP_004931605	DPOGS212935
2	2	1	XP_004931608	DPOGS210388
2	2	1	XP_004931609	DPOGS210387
2	2	1	XP_004931610	DPOGS210312
2	4	0.25	XP_004931611,XP_004931613,XP_004931612	DPOGS210386
2	3	0.333	XP_004931615,XP_004931617	DPOGS210383
2	2	1	XP_004931616	DPOGS210317
2	2	1	XP_004931618	DPOGS207281
2	2	1	XP_004931619	DPOGS207275
2	2	1	XP_004931620	DPOGS204852
2	2	1	XP_004931621	DPOGS204840
2	2	1	XP_004931622	DPOGS204856
2	2	1	XP_004931623	DPOGS204839
2	2	1	XP_004931627	DPOGS204884
2	2	1	XP_004931628	DPOGS211656
2	2	1	XP_004931629	DPOGS211643
2	2	1	XP_004931630	DPOGS211642
2	2	1	XP_004931632	DPOGS213625
2	2	1	XP_004931634	DPOGS213621
2	2	1	XP_004931637	DPOGS213517
2	2	1	XP_004931639	DPOGS213614
2	3	0.333	XP_004931641,XP_004931643	DPOGS213519
2	2	1	XP_004931647	DPOGS213613
2	2	1	XP_004931648	DPOGS213521
2	2	1	XP_004931650	DPOGS205011
2	2	1	XP_004931651	DPOGS213525
2	2	1	XP_004931652	DPOGS213607
2	2	1	XP_004931653	DPOGS213596
2	2	1	XP_004931654	DPOGS213592
2	2	1	XP_004931655	DPOGS213589
2	2	1	XP_004931656	DPOGS213539
2	2	1	XP_004931657	DPOGS213541
2	2	1	XP_004931659	DPOGS213587
2	2	1	XP_004931660	DPOGS213544
2	2	1	XP_004931661	DPOGS213579
2	2	1	XP_004931663	DPOGS213550
2	2	1	XP_004931664	DPOGS213551
2	2	1	XP_004931665	DPOGS213556
2	2	1	XP_004931666	DPOGS213573
2	2	1	XP_004931667	DPOGS213561
2	2	1	XP_004931668	DPOGS213297
2	2	1	XP_004931672	DPOGS201940
2	2	1	XP_004931673	DPOGS201939
2	2	1	XP_004931674	DPOGS212980
2	2	1	XP_004931675	DPOGS212979
2	2	1	XP_004931676	DPOGS212926
2	2	1	XP_004931678	DPOGS207950
2	2	1	XP_004931679	DPOGS212969
2	2	1	XP_004931680	DPOGS212937
2	2	1	XP_004931681	DPOGS212967
2	2	1	XP_004931682	DPOGS212939
2	2	1	XP_004931686	DPOGS210313
2	2	1	XP_004931688	DPOGS210316
2	2	1	XP_004931690	DPOGS210385
2	2	1	XP_004931692	DPOGS209725
2	2	1	XP_004931693	DPOGS209727
2	3	0.333	XP_004931694	DPOGS209730,DPOGS209729
2	2	1	XP_004931695	DPOGS209731
2	2	1	XP_004931696	DPOGS209719
2	2	1	XP_004931697	DPOGS209732
2	2	1	XP_004931699	DPOGS209717
2	2	1	XP_004931700	DPOGS209734
2	2	1	XP_004931701	DPOGS209735
2	2	1	XP_004931702	DPOGS209716
2	2	1	XP_004931703	DPOGS209714
2	2	1	XP_004931704	DPOGS209738
2	3	0.333	XP_004931705,XP_004931706	DPOGS209713
2	2	1	XP_004931708	DPOGS209740
2	2	1	XP_004931709	DPOGS209741
2	2	1	XP_004931714	DPOGS209711
2	2	1	XP_004931715	DPOGS209743
2	2	1	XP_004931718	DPOGS209745
2	2	1	XP_004931719	DPOGS209706
2	2	1	XP_004931720	DPOGS209747
2	2	1	XP_004931721	DPOGS200686
2	3	0.333	XP_004931722,XP_004931723	DPOGS200685
2	2	1	XP_004931724	DPOGS200684
2	3	0.333	XP_004931727,XP_004931728	DPOGS200681
2	2	1	XP_004931729	DPOGS200627
2	3	0.333	XP_004931730,XP_004931731	DPOGS200609
2	2	1	XP_004931732	DPOGS200626
2	2	1	XP_004931733	DPOGS200625
2	2	1	XP_004931734	DPOGS200622
2	2	1	XP_004931735	DPOGS200619
2	2	1	XP_004931736	DPOGS200613
2	2	1	XP_004931738	DPOGS200616
2	2	1	XP_004931740	DPOGS200403
2	2	1	XP_004931741	DPOGS200445
2	2	1	XP_004931742	DPOGS200406
2	3	0.333	XP_004931743,XP_004931744	DPOGS200408
2	2	1	XP_004931745	DPOGS200409
2	2	1	XP_004931746	DPOGS200443
2	2	1	XP_004931747	DPOGS200410
2	2	1	XP_004931749	DPOGS200442
2	2	1	XP_004931750	DPOGS200412
2	2	1	XP_004931751	DPOGS200440
2	2	1	XP_004931755	DPOGS200439
2	2	1	XP_004931756	DPOGS200438
2	2	1	XP_004931757	DPOGS200417
2	2	1	XP_004931758	DPOGS200423
2	2	1	XP_004931759	DPOGS200433
2	3	0.333	XP_004931760,XP_004931761	DPOGS200425
2	2	1	XP_004931764	DPOGS200432
2	2	1	XP_004931765	DPOGS200427
2	2	1	XP_004931766	DPOGS200428
2	2	1	XP_004931767	DPOGS200431
2	2	1	XP_004931769	DPOGS207391
2	4	0.25	XP_004931770,XP_004931772,XP_004931771	DPOGS207371
2	2	1	XP_004931776	DPOGS207389
2	2	1	XP_004931777	DPOGS207387
2	2	1	XP_004931778	DPOGS207386
2	2	1	XP_004931779	DPOGS207375
2	2	1	XP_004931780	DPOGS207380
2	4	0.25	XP_004931781,XP_004931783,XP_004931782	DPOGS216029
2	2	1	XP_004931784	DPOGS216032
2	2	1	XP_004931785	DPOGS216078
2	2	1	XP_004931786	DPOGS216030
2	2	1	XP_004931787	DPOGS216077
2	2	1	XP_004931790	DPOGS216033
2	2	1	XP_004931791	DPOGS216074
2	2	1	XP_004931792	DPOGS216076
2	2	1	XP_004931793	DPOGS216071
2	2	1	XP_004931794	DPOGS216069
2	2	1	XP_004931796	DPOGS216068
2	2	1	XP_004931797	DPOGS216067
2	2	1	XP_004931798	DPOGS216042
2	2	1	XP_004931799	DPOGS216043
2	2	1	XP_004931801	DPOGS216063
2	2	1	XP_004931802	DPOGS216044
2	2	1	XP_004931803	DPOGS216045
2	2	1	XP_004931804	DPOGS216048
2	2	1	XP_004931805	DPOGS216056
2	3	0.333	XP_004931806	DPOGS216054,DPOGS216053
2	2	1	XP_004931807	DPOGS208456
2	2	1	XP_004931808	DPOGS208450
2	2	1	XP_004931809	DPOGS208444
2	2	1	XP_004931810	DPOGS208442
2	2	1	XP_004931812	DPOGS208441
2	2	1	XP_004931814	DPOGS208439
2	2	1	XP_004931815	DPOGS208429
2	2	1	XP_004931816	DPOGS208438
2	2	1	XP_004931817	DPOGS208431
2	2	1	XP_004931818	DPOGS213049
2	2	1	XP_004931819	DPOGS209724
2	2	1	XP_004931820	DPOGS209723
2	2	1	XP_004931822	DPOGS209720
2	2	1	XP_004931824	DPOGS209718
2	3	0.333	XP_004931825,XP_004931826	DPOGS209733
2	2	1	XP_004931827	DPOGS209712
2	2	1	XP_004931831	DPOGS209708
2	2	1	XP_004931832	DPOGS209707
2	2	1	XP_004931834	DPOGS200679
2	2	1	XP_004931835	DPOGS200608
2	2	1	XP_004931836	DPOGS200610
2	2	1	XP_004931839	DPOGS200612
2	2	1	XP_004931840	DPOGS200615
2	2	1	XP_004931841	DPOGS200411
2	2	1	XP_004931842	DPOGS200421
2	2	1	XP_004931843	DPOGS200434
2	2	1	XP_004931845	DPOGS200424
2	2	1	XP_004931846	DPOGS200426
2	2	1	XP_004931849	DPOGS207394
2	2	1	XP_004931850	DPOGS207393
2	2	1	XP_004931851	DPOGS207388
2	2	1	XP_004931852	DPOGS207373
2	2	1	XP_004931853	DPOGS207385
2	2	1	XP_004931854	DPOGS207383
2	2	1	XP_004931855	DPOGS207378
2	2	1	XP_004931857	DPOGS216075
2	2	1	XP_004931859	DPOGS216072
2	2	1	XP_004931860	DPOGS216041
2	2	1	XP_004931861	DPOGS216061
2	2	1	XP_004931864	DPOGS216055
2	2	1	XP_004931865	DPOGS216051
2	2	1	XP_004931866	DPOGS208447
2	2	1	XP_004931867	DPOGS208446
2	2	1	XP_004931869	DPOGS208440
2	2	1	XP_004931870	DPOGS215560
2	2	1	XP_004931872	DPOGS215562
2	2	1	XP_004931874	DPOGS215565
2	2	1	XP_004931877	DPOGS215593
2	3	0.333	XP_004931878,XP_004931879	DPOGS215592
2	2	1	XP_004931889	DPOGS207971
2	3	0.333	XP_004931891,XP_004931892	DPOGS207969
2	2	1	XP_004931895	DPOGS207931
2	2	1	XP_004931896	DPOGS207968
2	2	1	XP_004931897	DPOGS207932
2	2	1	XP_004931898	DPOGS207967
2	2	1	XP_004931899	DPOGS207936
2	2	1	XP_004931900	DPOGS207965
2	2	1	XP_004931901	DPOGS207964
2	2	1	XP_004931902	DPOGS207941
2	2	1	XP_004931903	DPOGS207942
2	3	0.333	XP_004931907,XP_004931908	DPOGS207944
2	2	1	XP_004931911	DPOGS207951
2	2	1	XP_004931912	DPOGS207953
2	2	1	XP_004931913	DPOGS207954
2	2	1	XP_004931914	DPOGS207955
2	2	1	XP_004931915	DPOGS200935
2	2	1	XP_004931916	DPOGS200919
2	2	1	XP_004931917	DPOGS200932
2	3	0.333	XP_004931918,XP_004931919	DPOGS200931
2	2	1	XP_004931921	DPOGS200923
2	2	1	XP_004931922	DPOGS200929
2	3	0.333	XP_004931923,XP_004931924	DPOGS200928
2	2	1	XP_004931925	DPOGS200926
2	2	1	XP_004931926	DPOGS200925
2	2	1	XP_004931927	DPOGS215854
2	3	0.333	XP_004931931,XP_004931932	DPOGS215861
2	2	1	XP_004931934	DPOGS215863
2	2	1	XP_004931936	DPOGS215865
2	2	1	XP_004931937	DPOGS215923
2	2	1	XP_004931938	DPOGS215922
2	2	1	XP_004931939	DPOGS215866
2	2	1	XP_004931940	DPOGS215868
2	4	0.25	XP_004931941,XP_004931945,XP_004931942	DPOGS211998
2	2	1	XP_004931946	DPOGS215920
2	5	0.2	XP_004931947,XP_004931950,XP_004931949,XP_004931948	DPOGS215874
2	3	0.333	XP_004931951,XP_004931952	DPOGS215875
2	2	1	XP_004931953	DPOGS215919
2	2	1	XP_004931954	DPOGS215917
2	2	1	XP_004931955	DPOGS215916
2	2	1	XP_004931956	DPOGS215877
2	2	1	XP_004931958	DPOGS215915
2	2	1	XP_004931963	DPOGS215890
2	2	1	XP_004931964	DPOGS215886
2	2	1	XP_004931967	DPOGS203265
2	2	1	XP_004931968	DPOGS203263
2	3	0.333	XP_004931970,XP_004931971	DPOGS203266
2	2	1	XP_004931972	DPOGS203267
2	2	1	XP_004931973	DPOGS203268
2	2	1	XP_004931974	DPOGS203260
2	2	1	XP_004931976	DPOGS203273
2	2	1	XP_004931977	DPOGS203274
2	3	0.333	XP_004931979,XP_004931980	DPOGS210029
2	3	0.333	XP_004931981,XP_004931982	DPOGS210130
2	3	0.333	XP_004931983,XP_004931984	DPOGS210128
2	2	1	XP_004931985	DPOGS210125
2	2	1	XP_004931986	DPOGS210034
2	2	1	XP_004931987	DPOGS210122
2	2	1	XP_004931988	DPOGS210038
2	2	1	XP_004931989	DPOGS210040
2	2	1	XP_004931990	DPOGS210117
2	3	0.333	XP_004931992,XP_004931993	DPOGS210114
2	2	1	XP_004931994	DPOGS210113
2	2	1	XP_004931995	DPOGS210041
2	2	1	XP_004931997	DPOGS210042
2	2	1	XP_004931998	DPOGS210043
2	2	1	XP_004931999	DPOGS210110
2	2	1	XP_004932002	DPOGS210109
2	2	1	XP_004932003	DPOGS210045
2	2	1	XP_004932005	DPOGS210047
2	2	1	XP_004932006	DPOGS215603
2	2	1	XP_004932008	DPOGS215564
2	2	1	XP_004932009	DPOGS215596
2	2	1	XP_004932010	DPOGS215567
2	2	1	XP_004932011	DPOGS215595
2	2	1	XP_004932012	DPOGS215594
2	2	1	XP_004932013	DPOGS207994
2	2	1	XP_004932014	DPOGS207975
2	2	1	XP_004932015	DPOGS207970
2	2	1	XP_004932018	DPOGS207933
2	2	1	XP_004932019	DPOGS207938
2	2	1	XP_004932020	DPOGS207943
2	2	1	XP_004932021	DPOGS207946
2	2	1	XP_004932022	DPOGS207947
2	2	1	XP_004932024	DPOGS207958
2	2	1	XP_004932025	DPOGS207956
2	2	1	XP_004932026	DPOGS200937
2	2	1	XP_004932027	DPOGS200936
2	2	1	XP_004932028	DPOGS200934
2	2	1	XP_004932029	DPOGS200920
2	2	1	XP_004932030	DPOGS215927
2	2	1	XP_004932032	DPOGS215855
2	2	1	XP_004932033	DPOGS215856
2	2	1	XP_004932039	DPOGS215867
2	2	1	XP_004932041	DPOGS215873
2	2	1	XP_004932043	DPOGS215918
2	2	1	XP_004932045	DPOGS215878
2	2	1	XP_004932049	DPOGS215884
2	2	1	XP_004932051	DPOGS203261
2	2	1	XP_004932052	DPOGS203258
2	2	1	XP_004932053	DPOGS203275
2	2	1	XP_004932056	DPOGS210031
2	2	1	XP_004932057	DPOGS210126
2	2	1	XP_004932061	DPOGS210036
2	2	1	XP_004932062	DPOGS210037
2	2	1	XP_004932065	DPOGS210111
2	2	1	XP_004932066	DPOGS205725
2	2	1	XP_004932068	DPOGS209759
2	2	1	XP_004932069	DPOGS209756
2	2	1	XP_004932070	DPOGS209764
2	2	1	XP_004932071	DPOGS209765
2	2	1	XP_004932072	DPOGS209754
2	2	1	XP_004932073	DPOGS209753
2	2	1	XP_004932074	DPOGS209767
2	2	1	XP_004932075	DPOGS200810
2	2	1	XP_004932076	DPOGS200809
2	3	0.333	XP_004932077,XP_004932078	DPOGS201682
2	2	1	XP_004932079	DPOGS200519
2	2	1	XP_004932080	DPOGS201660
2	3	0.333	XP_004932082,XP_004932083	DPOGS201659
2	2	1	XP_004932084	DPOGS201681
2	2	1	XP_004932086	DPOGS201661
2	4	0.25	XP_004932087,XP_004932089,XP_004932088	DPOGS201663
2	3	0.333	XP_004932090,XP_004932091	DPOGS201664
2	2	1	XP_004932092	DPOGS206450
2	2	1	XP_004932093	DPOGS206473
2	2	1	XP_004932094	DPOGS206449
2	2	1	XP_004932096	DPOGS206474
2	2	1	XP_004932097	DPOGS203426
2	2	1	XP_004932098	DPOGS211254
2	3	0.333	XP_004932099,XP_004932100	DPOGS211256
2	2	1	XP_004932101	DPOGS211253
2	2	1	XP_004932102	DPOGS211252
2	3	0.333	XP_004932103,XP_004932104	DPOGS211251
2	2	1	XP_004932105	DPOGS211257
2	2	1	XP_004932107	DPOGS211259
2	2	1	XP_004932109	DPOGS206483
2	2	1	XP_004932112	DPOGS206433
2	2	1	XP_004932113	DPOGS206479
2	2	1	XP_004932114	DPOGS206436
2	2	1	XP_004932120	DPOGS206442
2	2	1	XP_004932122	DPOGS206475
2	2	1	XP_004932124	DPOGS202739
2	2	1	XP_004932125	DPOGS202728
2	2	1	XP_004932126	DPOGS202736
2	3	0.333	XP_004932127,XP_004932128	DPOGS202729
2	2	1	XP_004932130	DPOGS202730
2	2	1	XP_004932131	DPOGS202735
2	3	0.333	XP_004932132,XP_004932133	DPOGS202732
2	2	1	XP_004932134	DPOGS201670
2	2	1	XP_004932135	DPOGS201669
2	2	1	XP_004932136	DPOGS201672
2	2	1	XP_004932137	DPOGS201675
2	3	0.333	XP_004932140,XP_004932141	DPOGS206469
2	2	1	XP_004932143	DPOGS201676
2	2	1	XP_004932144	DPOGS206468
2	2	1	XP_004932145	DPOGS206467
2	2	1	XP_004932146	DPOGS206452
2	2	1	XP_004932147	DPOGS206466
2	2	1	XP_004932148	DPOGS206453
2	2	1	XP_004932149	DPOGS206465
2	2	1	XP_004932150	DPOGS206464
2	2	1	XP_004932152	DPOGS206454
2	6	0.167	XP_004932153,XP_004932157,XP_004932156,XP_004932155,XP_004932154	DPOGS206457
2	3	0.333	XP_004932158,XP_004932159	DPOGS206458
2	2	1	XP_004932160	DPOGS206463
2	2	1	XP_004932161	DPOGS206461
2	2	1	XP_004932162	DPOGS204541
2	2	1	XP_004932164	DPOGS204546
2	2	1	XP_004932165	DPOGS204545
2	2	1	XP_004932166	DPOGS212299
2	3	0.333	XP_004932167,XP_004932168	DPOGS207778
2	2	1	XP_004932170	DPOGS207783
2	2	1	XP_004932171	DPOGS207775
2	2	1	XP_004932172	DPOGS207785
2	3	0.333	XP_004932173,XP_004932174	DPOGS207774
2	2	1	XP_004932175	DPOGS207773
2	2	1	XP_004932176	DPOGS207786
2	3	0.333	XP_004932177,XP_004932178	DPOGS207789
2	2	1	XP_004932179	DPOGS207791
2	2	1	XP_004932181	DPOGS207792
2	4	0.25	XP_004932183,XP_004932185,XP_004932184	DPOGS207770
2	2	1	XP_004932186	DPOGS207769
2	2	1	XP_004932188	DPOGS207794
2	2	1	XP_004932191	DPOGS207768
2	2	1	XP_004932192	DPOGS207796
2	2	1	XP_004932193	DPOGS207797
2	2	1	XP_004932194	DPOGS207767
2	2	1	XP_004932195	DPOGS207801
2	6	0.167	XP_004932197,XP_004932201,XP_004932200,XP_004932199,XP_004932198	DPOGS207766
2	2	1	XP_004932202	DPOGS207765
2	3	0.333	XP_004932203,XP_004932204	DPOGS207802
2	2	1	XP_004932205	DPOGS207803
2	2	1	XP_004932206	DPOGS207808
2	2	1	XP_004932207	DPOGS207758
2	3	0.333	XP_004932209,XP_004932210	DPOGS207759
2	2	1	XP_004932211	DPOGS207806
2	2	1	XP_004932212	DPOGS207760
2	2	1	XP_004932217	DPOGS207763
2	2	1	XP_004932218	DPOGS207811
2	2	1	XP_004932220	DPOGS207813
2	2	1	XP_004932221	DPOGS207814
2	2	1	XP_004932225	DPOGS207815
