gene	scaffold	begin	end	chrom	scaff_frag	fragment	begin_frag	end_frag
HMEL014506	HE671450	630647	635165	12	HE671450_1	1	0	789935
HMEL014507	HE671450	634741	634822	12	HE671450_1	1	0	789935
HMEL014508	HE671450	644022	645477	12	HE671450_1	1	0	789935
HMEL014509	HE671450	648994	654615	12	HE671450_1	1	0	789935
HMEL014510	HE671450	666556	671699	12	HE671450_1	1	0	789935
HMEL014511	HE671450	670868	726660	12	HE671450_1	1	0	789935
HMEL014512	HE671450	727903	743433	12	HE671450_1	1	0	789935
HMEL014513	HE671744	4607	33319	19	HE671744_1	1	0	37736
HMEL014514	HE671745	2214	6475	15	HE671745_1	1	0	67786
HMEL014515	HE671745	13791	15211	15	HE671745_1	1	0	67786
HMEL014516	HE671745	18142	18213	15	HE671745_1	1	0	67786
HMEL014517	HE671745	49427	52955	15	HE671745_1	1	0	67786
HMEL014553	HE671453	2745	2818	18	HE671453_1	1	0	39476
HMEL014554	HE671453	13817	17271	18	HE671453_1	1	0	39476
HMEL014555	HE671453	24081	25111	18	HE671453_1	1	0	39476
HMEL014556	HE671454	867	5026	3	HE671454_1	1	0	78276
HMEL014557	HE671455	10604	11776	4	HE671455_1	1	0	35382
HMEL014558	HE671455	11884	12779	4	HE671455_1	1	0	35382
HMEL014559	HE671455	15701	19573	4	HE671455_1	1	0	35382
HMEL014560	HE671455	18783	27114	4	HE671455_1	1	0	35382
HMEL014561	HE671455	29453	30504	4	HE671455_1	1	0	35382
HMEL014568	HE671735	75	145	8	HE671735_1	1	0	15757
HMEL014569	HE671457	732	2970	NA	HE671457_1	1	0	82914
HMEL014570	HE671457	6951	10285	NA	HE671457_1	1	0	82914
HMEL014571	HE671457	35685	35755	NA	HE671457_1	1	0	82914
HMEL014572	HE671457	38479	64221	NA	HE671457_1	1	0	82914
HMEL014573	HE671457	71063	77245	NA	HE671457_1	1	0	82914
HMEL014577	HE671459	20427	25952	14	HE671459_1	1	0	149608
HMEL014578	HE671459	25436	31773	14	HE671459_1	1	0	149608
HMEL014579	HE671459	35704	38686	14	HE671459_1	1	0	149608
HMEL014580	HE671459	37102	45138	14	HE671459_1	1	0	149608
HMEL014581	HE671459	41108	48625	14	HE671459_1	1	0	149608
HMEL014582	HE671459	49878	56480	14	HE671459_1	1	0	149608
HMEL014583	HE671459	50798	52965	14	HE671459_1	1	0	149608
HMEL014584	HE671459	62907	63314	14	HE671459_1	1	0	149608
HMEL014585	HE671459	66662	68305	14	HE671459_1	1	0	149608
HMEL014586	HE671459	69561	83292	14	HE671459_1	1	0	149608
HMEL014587	HE671459	85686	89591	14	HE671459_1	1	0	149608
HMEL014588	HE671459	89992	95092	14	HE671459_1	1	0	149608
HMEL014589	HE671459	95355	103112	14	HE671459_1	1	0	149608
HMEL014590	HE671459	103573	125030	14	HE671459_1	1	0	149608
HMEL014591	HE671459	125974	133783	14	HE671459_1	1	0	149608
HMEL014592	HE671459	130574	130647	14	HE671459_1	1	0	149608
HMEL014593	HE671459	141308	149147	14	HE671459_1	1	0	149608
HMEL014594	HE671460	297	16704	20	HE671460_1	1	0	98244
HMEL014595	HE671460	29884	30413	20	HE671460_1	1	0	98244
HMEL014596	HE671460	30528	31876	20	HE671460_1	1	0	98244
HMEL014597	HE671460	31094	31166	20	HE671460_1	1	0	98244
HMEL014598	HE671460	34513	34583	20	HE671460_1	1	0	98244
HMEL014599	HE671460	37488	37561	20	HE671460_1	1	0	98244
HMEL014600	HE671460	78694	90178	20	HE671460_1	1	0	98244
HMEL014601	HE671460	89978	96375	20	HE671460_1	1	0	98244
HMEL014606	HE671462	5686	6570	14	HE671462_1	1	0	132835
HMEL014607	HE671462	6836	8148	14	HE671462_1	1	0	132835
HMEL014608	HE671462	10606	15758	14	HE671462_1	1	0	132835
HMEL014609	HE671462	13644	13715	14	HE671462_1	1	0	132835
HMEL014610	HE671462	48083	50270	14	HE671462_1	1	0	132835
HMEL014611	HE671462	51953	53905	14	HE671462_1	1	0	132835
HMEL014612	HE671462	57207	66025	14	HE671462_1	1	0	132835
HMEL014613	HE671462	66435	68176	14	HE671462_1	1	0	132835
HMEL014614	HE671462	68673	88876	14	HE671462_1	1	0	132835
HMEL014615	HE671462	89835	91799	14	HE671462_1	1	0	132835
HMEL014616	HE671462	93323	94579	14	HE671462_1	1	0	132835
HMEL014617	HE671462	95863	101245	14	HE671462_1	1	0	132835
HMEL014618	HE671462	103777	131216	14	HE671462_1	1	0	132835
HMEL014619	HE671463	55354	55424	13	HE671463_1	1	0	146497
HMEL014620	HE671463	62910	84400	13	HE671463_1	1	0	146497
HMEL014621	HE671463	95746	95819	13	HE671463_1	1	0	146497
HMEL014622	HE671463	103697	103770	13	HE671463_1	1	0	146497
HMEL014623	HE671463	140982	142684	13	HE671463_1	1	0	146497
HMEL014630	HE671895	21506	21583	9	HE671895_1	1	0	142020
HMEL014631	HE671895	33838	57181	9	HE671895_1	1	0	142020
HMEL014632	HE671895	73673	85968	9	HE671895_1	1	0	142020
HMEL014633	HE671895	87468	87539	9	HE671895_1	1	0	142020
HMEL014634	HE671896	5704	5774	NA	HE671896_1	1	0	73445
HMEL014635	HE671896	12867	14238	NA	HE671896_1	1	0	73445
HMEL014636	HE671896	20282	20671	NA	HE671896_1	1	0	73445
HMEL014637	HE671896	49437	50933	NA	HE671896_1	1	0	73445
HMEL014638	HE671896	59396	59466	NA	HE671896_1	1	0	73445
HMEL014639	HE671896	71506	73125	NA	HE671896_1	1	0	73445
HMEL014640	HE671897	5674	7763	NA	HE671897_1	1	0	59017
HMEL014641	HE671897	27907	27978	NA	HE671897_1	1	0	59017
HMEL014642	HE671897	30088	33359	NA	HE671897_1	1	0	59017
HMEL014643	HE671897	34171	39059	NA	HE671897_1	1	0	59017
HMEL014644	HE671897	42178	50958	NA	HE671897_1	1	0	59017
HMEL014645	HE671897	51686	55056	NA	HE671897_1	1	0	59017
HMEL014646	HE671897	55819	57788	NA	HE671897_1	1	0	59017
HMEL014647	HE671828	25965	26035	19	HE671828_1	1	0	51023
HMEL014648	HE671828	37549	37615	19	HE671828_1	1	0	51023
HMEL014649	HE671828	42013	42083	19	HE671828_1	1	0	51023
HMEL014650	HE671829	11316	13250	19	HE671829_1	1	0	98480
HMEL014651	HE671829	14107	14178	19	HE671829_1	1	0	98480
HMEL014652	HE671829	58134	71885	19	HE671829_1	1	0	98480
HMEL014653	HE671830	29077	35947	19	HE671830_1	1	0	45868
HMEL014654	HE671465	3	10051	6	HE671465_1	1	0	133076
HMEL014655	HE671465	43135	46271	6	HE671465_1	1	0	133076
HMEL014656	HE671465	52595	56951	6	HE671465_1	1	0	133076
HMEL014657	HE671465	53096	64504	6	HE671465_1	1	0	133076
HMEL014658	HE671465	65458	72746	6	HE671465_1	1	0	133076
HMEL014659	HE671465	85526	90798	6	HE671465_1	1	0	133076
HMEL014660	HE671465	90888	93162	6	HE671465_1	1	0	133076
HMEL014661	HE671465	94733	96154	6	HE671465_1	1	0	133076
HMEL014662	HE671465	98928	102551	6	HE671465_1	1	0	133076
HMEL014663	HE671465	111733	111803	6	HE671465_1	1	0	133076
HMEL014664	HE671466	50	8162	6	HE671466_1	1	0	311194
HMEL014665	HE671466	39713	40375	6	HE671466_1	1	0	311194
HMEL014666	HE671466	41229	48916	6	HE671466_1	1	0	311194
HMEL014667	HE671466	49068	90175	6	HE671466_1	1	0	311194
HMEL014668	HE671466	87478	87548	6	HE671466_1	1	0	311194
HMEL014669	HE671466	90752	93626	6	HE671466_1	1	0	311194
HMEL014670	HE671466	94527	107291	6	HE671466_1	1	0	311194
HMEL014671	HE671466	107408	117669	6	HE671466_1	1	0	311194
HMEL022558	HE671466	115726	121307	6	HE671466_1	1	0	311194
HMEL014673	HE671466	123323	148132	6	HE671466_1	1	0	311194
HMEL014674	HE671466	146748	146818	6	HE671466_1	1	0	311194
HMEL014675	HE671466	165971	171605	6	HE671466_1	1	0	311194
HMEL014676	HE671466	172334	173787	6	HE671466_1	1	0	311194
HMEL014677	HE671466	175143	176974	6	HE671466_1	1	0	311194
HMEL014678	HE671466	188561	205113	6	HE671466_1	1	0	311194
HMEL014679	HE671466	216813	217295	6	HE671466_1	1	0	311194
HMEL014680	HE671466	221169	223232	6	HE671466_1	1	0	311194
HMEL014681	HE671466	224223	225417	6	HE671466_1	1	0	311194
HMEL014682	HE671466	228373	229463	6	HE671466_1	1	0	311194
HMEL014683	HE671466	235097	255009	6	HE671466_1	1	0	311194
HMEL014684	HE671466	277274	283275	6	HE671466_1	1	0	311194
HMEL014685	HE671466	284611	284683	6	HE671466_1	1	0	311194
HMEL014686	HE671466	286249	287171	6	HE671466_1	1	0	311194
HMEL022518	HE671466	291244	294368	6	HE671466_1	1	0	311194
HMEL014688	HE671466	294626	295386	6	HE671466_1	1	0	311194
HMEL014689	HE671712	489	42416	NA	HE671712_1	1	0	48737
HMEL014690	HE671712	44031	44101	NA	HE671712_1	1	0	48737
HMEL014691	HE671713	4046	5363	15	HE671713_1	1	0	12219
HMEL014693	HE671794	8340	8412	13	HE671794_1	1	0	50867
HMEL014694	HE671794	21973	22043	13	HE671794_1	1	0	50867
HMEL014695	HE671794	47260	47330	13	HE671794_1	1	0	50867
HMEL014727	HE671797	6956	15962	13	HE671797_1	1	0	76967
HMEL014728	HE671797	26025	28558	13	HE671797_1	1	0	76967
HMEL014729	HE671797	46303	46373	13	HE671797_1	1	0	76967
HMEL014730	HE671472	582	2195	5	HE671472_1	1	0	154375
HMEL014731	HE671472	2790	4164	5	HE671472_1	1	0	154375
HMEL014732	HE671472	5641	10224	5	HE671472_1	1	0	154375
HMEL014733	HE671472	11613	34766	5	HE671472_1	1	0	154375
HMEL014734	HE671472	57061	62799	5	HE671472_1	1	0	154375
HMEL014735	HE671472	63547	63864	5	HE671472_1	1	0	154375
HMEL014736	HE671472	72328	75347	5	HE671472_1	1	0	154375
HMEL014737	HE671472	80724	82661	5	HE671472_1	1	0	154375
HMEL014738	HE671472	97019	98078	5	HE671472_1	1	0	154375
HMEL014739	HE671472	108447	109881	5	HE671472_1	1	0	154375
HMEL014740	HE671472	109030	139257	5	HE671472_1	1	0	154375
HMEL014741	HE671472	131970	134451	5	HE671472_1	1	0	154375
HMEL014742	HE671770	6437	16206	1	HE671770_1	1	0	78582
HMEL014743	HE671770	19836	24787	1	HE671770_1	1	0	78582
HMEL014744	HE671770	31801	40191	1	HE671770_1	1	0	78582
HMEL014745	HE671770	51057	58604	1	HE671770_1	1	0	78582
HMEL014746	HE671770	58900	64885	1	HE671770_1	1	0	78582
HMEL014747	HE671770	68271	78135	1	HE671770_1	1	0	78582
HMEL014748	HE671771	485	555	NA	HE671771_1	1	0	17354
HMEL014749	HE671771	4441	8359	NA	HE671771_1	1	0	17354
HMEL014750	HE671771	6444	7441	NA	HE671771_1	1	0	17354
HMEL014751	HE671771	10317	15379	NA	HE671771_1	1	0	17354
HMEL014752	HE671772	4547	5129	17	HE671772_1	1	0	29345
HMEL014753	HE671772	13486	20860	17	HE671772_1	1	0	29345
HMEL014754	HE671772	20752	21961	17	HE671772_1	1	0	29345
HMEL014755	HE671772	22366	28017	17	HE671772_1	1	0	29345
HMEL014756	HE671772	28878	28948	17	HE671772_1	1	0	29345
HMEL014811	HE671962	2623	16941	17	HE671962_1	1	0	353689
HMEL014812	HE671962	28040	42528	17	HE671962_1	1	0	353689
HMEL014813	HE671962	45760	51098	17	HE671962_1	1	0	353689
HMEL014814	HE671962	53080	56885	17	HE671962_1	1	0	353689
HMEL014815	HE671962	73073	73603	17	HE671962_1	1	0	353689
HMEL014816	HE671962	84286	91505	17	HE671962_1	1	0	353689
HMEL014817	HE671962	92596	119940	17	HE671962_1	1	0	353689
HMEL014818	HE671962	99707	102226	17	HE671962_1	1	0	353689
HMEL014819	HE671962	120758	122005	17	HE671962_1	1	0	353689
HMEL014820	HE671962	122489	128212	17	HE671962_1	1	0	353689
HMEL014821	HE671962	130786	137403	17	HE671962_1	1	0	353689
HMEL014822	HE671962	138846	155788	17	HE671962_1	1	0	353689
HMEL014823	HE671962	146308	146379	17	HE671962_1	1	0	353689
HMEL014824	HE671962	156241	158450	17	HE671962_1	1	0	353689
HMEL014825	HE671962	156289	160686	17	HE671962_1	1	0	353689
HMEL014826	HE671962	169694	179855	17	HE671962_1	1	0	353689
HMEL014827	HE671962	194382	199045	17	HE671962_1	1	0	353689
HMEL014828	HE671962	198829	247971	17	HE671962_1	1	0	353689
HMEL014829	HE671962	273966	284812	17	HE671962_1	1	0	353689
HMEL014830	HE671962	290275	293034	17	HE671962_1	1	0	353689
HMEL014831	HE671962	290639	350668	17	HE671962_1	1	0	353689
HMEL014832	HE671962	323499	323565	17	HE671962_1	1	0	353689
HMEL014833	HE671962	328845	328917	17	HE671962_1	1	0	353689
HMEL014834	HE671963	4466	6403	16	HE671963_1	1	0	122034
HMEL014835	HE671963	14444	17050	16	HE671963_1	1	0	122034
HMEL014836	HE671963	18471	27838	16	HE671963_1	1	0	122034
HMEL014837	HE671963	60018	60737	16	HE671963_1	1	0	122034
HMEL014838	HE671963	61477	61548	16	HE671963_1	1	0	122034
HMEL014839	HE671963	84467	85654	16	HE671963_1	1	0	122034
HMEL014840	HE671963	99665	99735	16	HE671963_1	1	0	122034
HMEL014841	HE671475	176	1583	NA	HE671475_1	1	0	24192
HMEL014842	HE671475	19352	20397	NA	HE671475_1	1	0	24192
HMEL014843	HE671476	7168	25798	NA	HE671476_1	1	0	51755
HMEL014844	HE671476	16071	16143	NA	HE671476_1	1	0	51755
HMEL014845	HE671477	2669	3121	17	HE671477_1	1	0	269536
HMEL022543	HE671477	3807	25360	17	HE671477_1	1	0	269536
HMEL014847	HE671477	25836	34716	17	HE671477_1	1	0	269536
HMEL014848	HE671477	35805	73260	17	HE671477_1	1	0	269536
HMEL014849	HE671477	77679	84321	17	HE671477_1	1	0	269536
HMEL014850	HE671477	101816	106811	17	HE671477_1	1	0	269536
HMEL014851	HE671477	107271	108867	17	HE671477_1	1	0	269536
HMEL014852	HE671477	109448	111228	17	HE671477_1	1	0	269536
HMEL014853	HE671477	112072	131988	17	HE671477_1	1	0	269536
HMEL014854	HE671477	132586	140340	17	HE671477_1	1	0	269536
HMEL014855	HE671477	134646	134717	17	HE671477_1	1	0	269536
HMEL014856	HE671477	137322	159265	17	HE671477_1	1	0	269536
HMEL014857	HE671477	162194	179576	17	HE671477_1	1	0	269536
HMEL014858	HE671477	180071	184459	17	HE671477_1	1	0	269536
HMEL014859	HE671477	185203	191229	17	HE671477_1	1	0	269536
HMEL014860	HE671477	191421	200259	17	HE671477_1	1	0	269536
HMEL014861	HE671477	201109	202362	17	HE671477_1	1	0	269536
HMEL014862	HE671477	204717	204787	17	HE671477_1	1	0	269536
HMEL014863	HE671478	32134	33180	13	HE671478_1	1	0	81981
HMEL014864	HE671478	50845	71671	13	HE671478_1	1	0	81981
HMEL014865	HE671479	2846	6752	13	HE671479_1	1	0	105492
HMEL014866	HE671479	8847	12720	13	HE671479_1	1	0	105492
HMEL014867	HE671479	46262	55364	13	HE671479_1	1	0	105492
HMEL014868	HE671479	53440	57674	13	HE671479_1	1	0	105492
HMEL014869	HE671479	58036	68133	13	HE671479_1	1	0	105492
HMEL014870	HE671479	66525	71985	13	HE671479_1	1	0	105492
HMEL014871	HE671479	70196	70268	13	HE671479_1	1	0	105492
HMEL014878	HE671481	8604	32589	20	HE671481_1	1	0	130757
HMEL014879	HE671481	44055	52278	20	HE671481_1	1	0	130757
HMEL014880	HE671481	59094	63428	20	HE671481_1	1	0	130757
HMEL014881	HE671481	65189	91376	20	HE671481_1	1	0	130757
HMEL014882	HE671481	72169	72241	20	HE671481_1	1	0	130757
HMEL014883	HE671481	77900	77970	20	HE671481_1	1	0	130757
HMEL014884	HE671481	98457	115318	20	HE671481_1	1	0	130757
HMEL014885	HE671481	115667	119890	20	HE671481_1	1	0	130757
HMEL014886	HE671481	125150	130757	20	HE671481_1	1	0	130757
HMEL014893	HE671483	19878	19948	3	HE671483_1	1	0	60039
HMEL014894	HE671852	12643	14280	9	HE671852_1	1	0	168663
HMEL014895	HE671852	14966	17987	9	HE671852_1	1	0	168663
HMEL014896	HE671852	18547	30077	9	HE671852_1	1	0	168663
HMEL014897	HE671852	29987	42930	9	HE671852_1	1	0	168663
HMEL014898	HE671852	48096	62511	9	HE671852_1	1	0	168663
HMEL014899	HE671852	63026	63983	9	HE671852_1	1	0	168663
HMEL014900	HE671852	64237	64953	9	HE671852_1	1	0	168663
HMEL014901	HE671852	94935	96557	9	HE671852_1	1	0	168663
HMEL014902	HE671852	110923	123119	9	HE671852_1	1	0	168663
HMEL014903	HE671852	123804	130866	9	HE671852_1	1	0	168663
HMEL014904	HE671852	144266	150474	9	HE671852_1	1	0	168663
HMEL014905	HE671484	7730	9701	NA	HE671484_1	1	0	44587
HMEL014906	HE671484	15498	16217	NA	HE671484_1	1	0	44587
HMEL014907	HE671484	20062	24602	NA	HE671484_1	1	0	44587
HMEL014908	HE671485	42637	46886	NA	HE671485_1	1	0	56349
HMEL014909	HE671485	49376	54447	NA	HE671485_1	1	0	56349
HMEL014912	HE671488	5929	6989	18	HE671488_1	1	0	996981
HMEL014913	HE671488	41944	42014	18	HE671488_1	1	0	996981
HMEL014914	HE671488	43616	43686	18	HE671488_1	1	0	996981
HMEL014915	HE671488	60248	60317	18	HE671488_1	1	0	996981
HMEL014916	HE671488	63853	63923	18	HE671488_1	1	0	996981
HMEL014917	HE671488	67498	67568	18	HE671488_1	1	0	996981
HMEL014918	HE671488	115989	116061	18	HE671488_1	1	0	996981
HMEL014919	HE671488	141508	147000	18	HE671488_1	1	0	996981
HMEL014920	HE671488	198109	209588	18	HE671488_1	1	0	996981
HMEL014921	HE671488	261345	261415	18	HE671488_1	1	0	996981
HMEL014922	HE671488	277657	277727	18	HE671488_1	1	0	996981
HMEL014923	HE671488	283465	283536	18	HE671488_1	1	0	996981
HMEL014924	HE671488	296411	304163	18	HE671488_1	1	0	996981
HMEL014925	HE671488	347530	367314	18	HE671488_1	1	0	996981
HMEL014926	HE671488	360774	402598	18	HE671488_1	1	0	996981
HMEL014927	HE671488	370245	372877	18	HE671488_1	1	0	996981
HMEL014928	HE671488	425790	446382	18	HE671488_1	1	0	996981
HMEL014929	HE671488	445588	445657	18	HE671488_1	1	0	996981
HMEL014930	HE671488	469292	470416	18	HE671488_1	1	0	996981
HMEL014931	HE671488	474270	478184	18	HE671488_1	1	0	996981
HMEL014932	HE671488	481557	484071	18	HE671488_1	1	0	996981
HMEL014933	HE671488	482999	492187	18	HE671488_1	1	0	996981
HMEL014934	HE671488	491988	495946	18	HE671488_1	1	0	996981
HMEL014935	HE671488	499087	507057	18	HE671488_1	1	0	996981
HMEL014936	HE671488	617556	625199	18	HE671488_1	1	0	996981
HMEL014937	HE671488	630399	633140	18	HE671488_1	1	0	996981
HMEL014938	HE671488	633409	635419	18	HE671488_1	1	0	996981
HMEL014939	HE671488	636277	637377	18	HE671488_1	1	0	996981
HMEL014940	HE671488	637589	675322	18	HE671488_1	1	0	996981
HMEL014941	HE671488	681233	681304	18	HE671488_1	1	0	996981
HMEL014942	HE671488	682393	682464	18	HE671488_1	1	0	996981
HMEL014943	HE671488	683600	683671	18	HE671488_1	1	0	996981
HMEL014944	HE671488	718883	728172	18	HE671488_1	1	0	996981
HMEL014945	HE671488	809168	811655	18	HE671488_1	1	0	996981
HMEL014946	HE671488	824064	824136	18	HE671488_1	1	0	996981
HMEL014947	HE671488	829176	829248	18	HE671488_1	1	0	996981
HMEL014948	HE671488	887390	892916	18	HE671488_1	1	0	996981
HMEL014949	HE671488	940817	945488	18	HE671488_1	1	0	996981
HMEL014950	HE671488	945794	952409	18	HE671488_1	1	0	996981
HMEL014951	HE671488	952047	953837	18	HE671488_1	1	0	996981
HMEL014952	HE671488	958289	963103	18	HE671488_1	1	0	996981
HMEL014953	HE671488	963711	967398	18	HE671488_1	1	0	996981
HMEL014954	HE671488	968124	981554	18	HE671488_1	1	0	996981
HMEL014955	HE671488	990436	994927	18	HE671488_1	1	0	996981
HMEL014965	HE671768	115	479	6	HE671768_1	1	0	44837
HMEL014966	HE671768	15273	44213	6	HE671768_1	1	0	44837
HMEL014967	HE671769	2362	3131	9	HE671769_1	1	0	83847
HMEL014968	HE671769	10273	10343	9	HE671769_1	1	0	83847
HMEL022651	HE671769	17002	21502	9	HE671769_1	1	0	83847
HMEL022648	HE671769	24723	30172	9	HE671769_1	1	0	83847
HMEL014970	HE671769	30994	31064	9	HE671769_1	1	0	83847
HMEL014971	HE671769	46624	46698	9	HE671769_1	1	0	83847
HMEL014972	HE671769	51577	63861	9	HE671769_1	1	0	83847
HMEL014973	HE671490	17490	17560	13	HE671490_1	1	0	56870
HMEL014974	HE671490	27237	46214	13	HE671490_1	1	0	56870
HMEL014975	HE671491	303	3995	1	HE671491_1	1	0	453201
HMEL014976	HE671491	20408	23728	1	HE671491_1	1	0	453201
HMEL014977	HE671491	24252	49539	1	HE671491_1	1	0	453201
HMEL014978	HE671491	49906	57180	1	HE671491_1	1	0	453201
HMEL014979	HE671491	102286	102357	1	HE671491_1	1	0	453201
HMEL014980	HE671491	109824	109894	1	HE671491_1	1	0	453201
HMEL014981	HE671491	125133	125203	1	HE671491_1	1	0	453201
HMEL014982	HE671491	127197	136633	1	HE671491_1	1	0	453201
HMEL014983	HE671491	137003	144235	1	HE671491_1	1	0	453201
HMEL014984	HE671491	146995	156291	1	HE671491_1	1	0	453201
HMEL014985	HE671491	196022	209535	1	HE671491_1	1	0	453201
HMEL014986	HE671491	209844	211061	1	HE671491_1	1	0	453201
HMEL014987	HE671491	213243	214200	1	HE671491_1	1	0	453201
HMEL014988	HE671491	215299	220023	1	HE671491_1	1	0	453201
HMEL014989	HE671491	216903	217680	1	HE671491_1	1	0	453201
HMEL014990	HE671491	224661	230681	1	HE671491_1	1	0	453201
HMEL014991	HE671491	234393	261149	1	HE671491_1	1	0	453201
HMEL014992	HE671491	287205	287276	1	HE671491_1	1	0	453201
HMEL014993	HE671491	324550	329328	1	HE671491_1	1	0	453201
HMEL014994	HE671491	329749	333744	1	HE671491_1	1	0	453201
HMEL014995	HE671491	338717	341002	1	HE671491_1	1	0	453201
HMEL014996	HE671491	341099	352667	1	HE671491_1	1	0	453201
HMEL014997	HE671491	341562	343010	1	HE671491_1	1	0	453201
HMEL014998	HE671491	352779	355053	1	HE671491_1	1	0	453201
HMEL014999	HE671491	355264	357691	1	HE671491_1	1	0	453201
HMEL015000	HE671491	356778	359546	1	HE671491_1	1	0	453201
HMEL015001	HE671491	359633	366176	1	HE671491_1	1	0	453201
HMEL015002	HE671491	366394	385614	1	HE671491_1	1	0	453201
HMEL015003	HE671491	387811	422761	1	HE671491_1	1	0	453201
HMEL015004	HE671491	413184	425124	1	HE671491_1	1	0	453201
HMEL015005	HE671491	425602	442131	1	HE671491_1	1	0	453201
HMEL015006	HE671491	443027	452619	1	HE671491_1	1	0	453201
HMEL015007	HE671491	449369	449440	1	HE671491_1	1	0	453201
HMEL015055	HE671495	7656	7727	Z	HE671495_1	1	0	253868
HMEL015056	HE671495	29988	32104	Z	HE671495_1	1	0	253868
HMEL015057	HE671495	33288	43095	Z	HE671495_1	1	0	253868
HMEL015058	HE671495	43776	48716	Z	HE671495_1	1	0	253868
HMEL015059	HE671495	47026	47097	Z	HE671495_1	1	0	253868
HMEL015060	HE671495	64135	65665	Z	HE671495_1	1	0	253868
HMEL015061	HE671495	79510	90173	Z	HE671495_1	1	0	253868
HMEL015062	HE671495	92910	95876	Z	HE671495_1	1	0	253868
HMEL015063	HE671495	102930	102998	Z	HE671495_1	1	0	253868
HMEL015064	HE671495	104285	104356	Z	HE671495_1	1	0	253868
HMEL015065	HE671495	136352	145851	Z	HE671495_1	1	0	253868
HMEL015066	HE671495	150798	188897	Z	HE671495_1	1	0	253868
HMEL015067	HE671495	176789	178667	Z	HE671495_1	1	0	253868
HMEL015068	HE671495	191812	195938	Z	HE671495_1	1	0	253868
HMEL015069	HE671495	212904	218418	Z	HE671495_1	1	0	253868
HMEL015070	HE671495	219386	222715	Z	HE671495_1	1	0	253868
HMEL015071	HE671495	237693	243464	Z	HE671495_1	1	0	253868
HMEL015073	HE671983	8134	8451	11	HE671983_1	1	0	480002
HMEL015074	HE671983	14757	17170	11	HE671983_1	1	0	480002
HMEL015075	HE671983	18208	31169	11	HE671983_1	1	0	480002
HMEL015076	HE671983	28312	43196	11	HE671983_1	1	0	480002
HMEL015077	HE671983	41197	41268	11	HE671983_1	1	0	480002
HMEL015078	HE671983	43046	68596	11	HE671983_1	1	0	480002
HMEL015079	HE671983	83888	85532	11	HE671983_1	1	0	480002
HMEL015080	HE671983	88035	91885	11	HE671983_1	1	0	480002
HMEL015081	HE671983	91914	93822	11	HE671983_1	1	0	480002
HMEL015082	HE671983	105764	110425	11	HE671983_1	1	0	480002
HMEL015083	HE671983	129587	130785	11	HE671983_1	1	0	480002
HMEL015084	HE671983	132956	181318	11	HE671983_1	1	0	480002
HMEL015085	HE671983	198807	198877	11	HE671983_1	1	0	480002
HMEL015086	HE671983	211032	211102	11	HE671983_1	1	0	480002
HMEL015087	HE671983	233696	239483	11	HE671983_1	1	0	480002
HMEL015088	HE671983	243877	251250	11	HE671983_1	1	0	480002
HMEL015089	HE671983	252611	270189	11	HE671983_1	1	0	480002
HMEL015090	HE671983	301598	301668	11	HE671983_1	1	0	480002
HMEL015091	HE671983	310805	310877	11	HE671983_1	1	0	480002
HMEL015092	HE671983	316512	321491	11	HE671983_1	1	0	480002
HMEL015093	HE671983	322583	323847	11	HE671983_1	1	0	480002
HMEL015094	HE671983	324286	333426	11	HE671983_1	1	0	480002
HMEL015095	HE671983	331718	333136	11	HE671983_1	1	0	480002
HMEL015096	HE671983	333937	389329	11	HE671983_1	1	0	480002
HMEL015097	HE671983	399589	415649	11	HE671983_1	1	0	480002
HMEL015098	HE671983	466928	466998	11	HE671983_1	1	0	480002
HMEL015099	HE671983	474517	474587	11	HE671983_1	1	0	480002
HMEL015100	HE671985	2850	11250	15	HE671985_1	1	0	34533
HMEL015101	HE671985	13188	15047	15	HE671985_1	1	0	34533
HMEL015102	HE671985	16094	30383	15	HE671985_1	1	0	34533
HMEL015103	HE671985	24182	24253	15	HE671985_1	1	0	34533
HMEL015294	HE672081	33284	35618	12	HE672081_1	1	0	517799
HMEL015295	HE672081	37117	42485	12	HE672081_1	1	0	517799
HMEL015296	HE672081	42070	53565	12	HE672081_1	1	0	517799
HMEL015297	HE672081	56002	58358	12	HE672081_1	1	0	517799
HMEL015298	HE672081	57853	58997	12	HE672081_1	1	0	517799
HMEL015299	HE672081	59540	60888	12	HE672081_1	1	0	517799
HMEL015300	HE672081	63137	63207	12	HE672081_1	1	0	517799
HMEL015301	HE672081	67332	77003	12	HE672081_1	1	0	517799
HMEL015302	HE672081	95426	96802	12	HE672081_1	1	0	517799
HMEL015303	HE672081	98314	113790	12	HE672081_1	1	0	517799
HMEL015304	HE672081	113413	113679	12	HE672081_1	1	0	517799
HMEL015305	HE672081	119060	120135	12	HE672081_1	1	0	517799
HMEL015306	HE672081	122173	126162	12	HE672081_1	1	0	517799
HMEL015307	HE672081	127026	139513	12	HE672081_1	1	0	517799
HMEL015308	HE672081	147598	166981	12	HE672081_1	1	0	517799
HMEL015309	HE672081	165188	172023	12	HE672081_1	1	0	517799
HMEL015310	HE672081	173771	179327	12	HE672081_1	1	0	517799
HMEL015311	HE672081	179699	182937	12	HE672081_1	1	0	517799
HMEL015312	HE672081	183167	197267	12	HE672081_1	1	0	517799
HMEL015313	HE672081	206202	245244	12	HE672081_1	1	0	517799
HMEL015314	HE672081	240418	240488	12	HE672081_1	1	0	517799
