# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	3	0.333	XP_004931332.1,XP_004931333.1	DPOGS205007
2	2	1	XP_004931334.1	DPOGS205008
2	2	1	XP_004931336.1	DPOGS204688
2	3	0.333	XP_004931341.1,XP_004931342.1	DPOGS204673
2	3	0.333	XP_004931343.1,XP_004931344.1	DPOGS204689
2	2	1	XP_004931345.1	DPOGS204677
2	2	1	XP_004931346.1	DPOGS204686
2	2	1	XP_004931352.1	DPOGS200956
2	3	0.333	XP_004931354.1,XP_004931355.1	DPOGS207316
2	3	0.333	XP_004931356.1,XP_004931357.1	DPOGS207317
2	2	1	XP_004931358.1	DPOGS208187
2	2	1	XP_004931360.1	DPOGS208171
2	2	1	XP_004931363.1	DPOGS208172
2	2	1	XP_004931364.1	DPOGS208184
2	2	1	XP_004931366.1	DPOGS208183
2	2	1	XP_004931369.1	DPOGS216145
2	2	1	XP_004931370.1	DPOGS216147
2	3	0.333	XP_004931371.1,XP_004931372.1	DPOGS207337
2	2	1	XP_004931373.1	DPOGS207341
2	2	1	XP_004931374.1	DPOGS207346
2	2	1	XP_004931375.1	DPOGS207347
2	2	1	XP_004931377.1	DPOGS207348
2	2	1	XP_004931378.1	DPOGS207331
2	2	1	XP_004931379.1	DPOGS207327
2	2	1	XP_004931380.1	DPOGS207330
2	2	1	XP_004931384.1	DPOGS209777
2	2	1	XP_004931386.1	DPOGS212031
2	2	1	XP_004931388.1	DPOGS212027
2	2	1	XP_004931389.1	DPOGS212026
2	2	1	XP_004931390.1	DPOGS212047
2	2	1	XP_004931391.1	DPOGS212025
2	2	1	XP_004931392.1	DPOGS212022
2	2	1	XP_004931397.1	DPOGS200963
2	2	1	XP_004931398.1	DPOGS200961
2	2	1	XP_004931399.1	DPOGS200942
2	2	1	XP_004931400.1	DPOGS200959
2	2	1	XP_004931404.1	DPOGS212487
2	2	1	XP_004931405.1	DPOGS212497
2	2	1	XP_004931407.1	DPOGS204980
2	2	1	XP_004931408.1	DPOGS204970
2	2	1	XP_004931409.1	DPOGS204674
2	2	1	XP_004931410.1	DPOGS204687
2	2	1	XP_004931411.1	DPOGS204678
2	2	1	XP_004931412.1	DPOGS204680
2	2	1	XP_004931413.1	DPOGS204685
2	2	1	XP_004931415.1	DPOGS208189
2	2	1	XP_004931417.1	DPOGS208188
2	2	1	XP_004931419.1	DPOGS208186
2	2	1	XP_004931421.1	DPOGS208176
2	2	1	XP_004931424.1	DPOGS207336
2	2	1	XP_004931425.1	DPOGS207335
2	2	1	XP_004931426.1	DPOGS207340
2	2	1	XP_004931431.1	DPOGS207356
2	2	1	XP_004931433.1	DPOGS209770
2	3	0.333	XP_004931435.1,XP_004931436.1	DPOGS201628
2	2	1	XP_004931440.1	DPOGS207273
2	2	1	XP_004931443.1	DPOGS207279
2	2	1	XP_004931444.1	DPOGS207278
2	2	1	XP_004931445.1	DPOGS207276
2	2	1	XP_004931447.1	DPOGS204841
2	2	1	XP_004931449.1	DPOGS204853
2	2	1	XP_004931450.1	DPOGS204855
2	3	0.333	XP_004931451.1,XP_004931452.1	DPOGS204857
2	2	1	XP_004931453.1	DPOGS204858
2	2	1	XP_004931456.1	DPOGS204836
2	2	1	XP_004931457.1	DPOGS204859
2	2	1	XP_004931459.1	DPOGS204877
2	6	0.167	XP_004931460.1	DPOGS204874,DPOGS204873,DPOGS204872,DPOGS204871,DPOGS204870
2	2	1	XP_004931465.1	DPOGS204890
2	2	1	XP_004931466.1	DPOGS204879
2	2	1	XP_004931467.1	DPOGS204888
2	2	1	XP_004931468.1	DPOGS204881
2	3	0.333	XP_004931469.1,XP_004931470.1	DPOGS211622
2	2	1	XP_004931475.1	DPOGS211631
2	3	0.333	XP_004931476.1	DPOGS211633,DPOGS211632
2	2	1	XP_004931477.1	DPOGS211650
2	2	1	XP_004931479.1	DPOGS211648
2	2	1	XP_004931480.1	DPOGS211635
2	2	1	XP_004931481.1	DPOGS211647
2	3	0.333	XP_004931482.1,XP_004931483.1	DPOGS211646
2	3	0.333	XP_004931485.1,XP_004931486.1	DPOGS211645
2	2	1	XP_004931487.1	DPOGS211644
2	2	1	XP_004931488.1	DPOGS211641
2	5	0.2	XP_004931489.1,XP_004931492.1,XP_004931491.1,XP_004931490.1	DPOGS211640
2	2	1	XP_004931495.1	DPOGS213505
2	2	1	XP_004931496.1	DPOGS213627
2	2	1	XP_004931497.1	DPOGS213626
2	2	1	XP_004931498.1	DPOGS213507
2	2	1	XP_004931499.1	DPOGS213508
2	3	0.333	XP_004931501.1,XP_004931502.1	DPOGS200663
2	2	1	XP_004931503.1	DPOGS213622
2	2	1	XP_004931504.1	DPOGS213620
2	2	1	XP_004931505.1	DPOGS213623
2	2	1	XP_004931506.1	DPOGS213511
2	4	0.25	XP_004931507.1,XP_004931509.1,XP_004931508.1	DPOGS213512
2	4	0.5	XP_004931510.1,XP_004931511.1	DPOGS213619,DPOGS213618
2	2	1	XP_004931513.1	DPOGS213513
2	2	1	XP_004931515.1	DPOGS213518
2	2	1	XP_004931517.1	DPOGS213615
2	2	1	XP_004931518.1	DPOGS213612
2	2	1	XP_004931519.1	DPOGS213611
2	2	1	XP_004931520.1	DPOGS213609
2	2	1	XP_004931521.1	DPOGS213520
2	2	1	XP_004931522.1	DPOGS213610
2	2	1	XP_004931523.1	DPOGS213523
2	2	1	XP_004931524.1	DPOGS213608
2	2	1	XP_004931525.1	DPOGS213605
2	3	0.333	XP_004931526.1,XP_004931527.1	DPOGS213526
2	2	1	XP_004931528.1	DPOGS213527
2	2	1	XP_004931529.1	DPOGS213530
2	3	0.333	XP_004931530.1,XP_004931531.1	DPOGS213532
2	2	1	XP_004931534.1	DPOGS213537
2	3	0.333	XP_004931535.1,XP_004931536.1	DPOGS213594
2	2	1	XP_004931537.1	DPOGS213593
2	2	1	XP_004931538.1	DPOGS213588
2	2	1	XP_004931539.1	DPOGS213540
2	4	0.25	XP_004931540.1,XP_004931542.1,XP_004931541.1	DPOGS213542
2	2	1	XP_004931543.1	DPOGS213586
2	2	1	XP_004931544.1	DPOGS213543
2	2	1	XP_004931546.1	DPOGS213582
2	2	1	XP_004931547.1	DPOGS213545
2	2	1	XP_004931548.1	DPOGS213546
2	2	1	XP_004931549.1	DPOGS213581
2	2	1	XP_004931551.1	DPOGS213580
2	2	1	XP_004931552.1	DPOGS213547
2	3	0.333	XP_004931553.1,XP_004931554.1	DPOGS213549
2	2	1	XP_004931555.1	DPOGS213548
2	4	0.25	XP_004931556.1,XP_004931558.1,XP_004931557.1	DPOGS213554
2	3	0.333	XP_004931559.1,XP_004931560.1	DPOGS213577
2	2	1	XP_004931561.1	DPOGS213557
2	3	0.333	XP_004931563.1,XP_004931564.1	DPOGS213574
2	2	1	XP_004931565.1	DPOGS213560
2	2	1	XP_004931566.1	DPOGS213562
2	2	1	XP_004931567.1	DPOGS213570
2	2	1	XP_004931568.1	DPOGS213563
2	3	0.333	XP_004931569.1,XP_004931570.1	DPOGS213568
2	2	1	XP_004931571.1	DPOGS213565
2	2	1	XP_004931572.1	DPOGS213569
2	4	0.25	XP_004931573.1,XP_004931575.1,XP_004931574.1	DPOGS213294
2	2	1	XP_004931576.1	DPOGS213298
2	2	1	XP_004931577.1	DPOGS202869
2	2	1	XP_004931578.1	DPOGS202870
2	3	0.333	XP_004931579.1,XP_004931580.1	DPOGS213295
2	2	1	XP_004931581.1	DPOGS213717
2	2	1	XP_004931582.1	DPOGS213718
2	2	1	XP_004931583.1	DPOGS213726
2	2	1	XP_004931588.1	DPOGS201942
2	2	1	XP_004931589.1	DPOGS201937
2	2	1	XP_004931591.1	DPOGS201944
2	2	1	XP_004931592.1	DPOGS212924
2	2	1	XP_004931593.1	DPOGS212978
2	2	1	XP_004931594.1	DPOGS212974
2	2	1	XP_004931595.1	DPOGS212975
2	2	1	XP_004931596.1	DPOGS212976
2	2	1	XP_004931597.1	DPOGS212927
2	2	1	XP_004931599.1	DPOGS212977
2	2	1	XP_004931600.1	DPOGS212929
2	2	1	XP_004931601.1	DPOGS212930
2	2	1	XP_004931602.1	DPOGS212971
2	2	1	XP_004931604.1	DPOGS212972
2	2	1	XP_004931605.1	DPOGS212935
2	2	1	XP_004931608.1	DPOGS210388
2	2	1	XP_004931609.1	DPOGS210387
2	2	1	XP_004931610.1	DPOGS210312
2	4	0.25	XP_004931611.1,XP_004931613.1,XP_004931612.1	DPOGS210386
2	3	0.333	XP_004931615.1,XP_004931617.1	DPOGS210383
2	2	1	XP_004931616.1	DPOGS210317
2	2	1	XP_004931618.1	DPOGS207281
2	2	1	XP_004931619.1	DPOGS207275
2	2	1	XP_004931620.1	DPOGS204852
2	2	1	XP_004931621.1	DPOGS204840
2	2	1	XP_004931622.1	DPOGS204856
2	2	1	XP_004931623.1	DPOGS204839
2	2	1	XP_004931627.1	DPOGS204884
2	2	1	XP_004931628.1	DPOGS211656
2	2	1	XP_004931629.1	DPOGS211643
2	2	1	XP_004931630.1	DPOGS211642
2	2	1	XP_004931632.1	DPOGS213625
2	2	1	XP_004931634.1	DPOGS213621
2	2	1	XP_004931637.1	DPOGS213517
2	2	1	XP_004931639.1	DPOGS213614
2	3	0.333	XP_004931641.1,XP_004931643.1	DPOGS213519
2	2	1	XP_004931647.1	DPOGS213613
2	2	1	XP_004931648.1	DPOGS213521
2	2	1	XP_004931650.1	DPOGS205011
2	2	1	XP_004931651.1	DPOGS213525
2	2	1	XP_004931652.1	DPOGS213607
2	2	1	XP_004931653.1	DPOGS213596
2	2	1	XP_004931654.1	DPOGS213592
2	2	1	XP_004931655.1	DPOGS213589
2	2	1	XP_004931656.1	DPOGS213539
2	2	1	XP_004931657.1	DPOGS213541
2	2	1	XP_004931659.1	DPOGS213587
2	2	1	XP_004931660.1	DPOGS213544
2	2	1	XP_004931661.1	DPOGS213579
2	2	1	XP_004931663.1	DPOGS213550
2	2	1	XP_004931664.1	DPOGS213551
2	2	1	XP_004931665.1	DPOGS213556
2	2	1	XP_004931666.1	DPOGS213573
2	2	1	XP_004931667.1	DPOGS213561
2	2	1	XP_004931668.1	DPOGS213297
2	2	1	XP_004931672.1	DPOGS201940
2	2	1	XP_004931673.1	DPOGS201939
2	2	1	XP_004931674.1	DPOGS212980
2	2	1	XP_004931675.1	DPOGS212979
2	2	1	XP_004931676.1	DPOGS212926
2	2	1	XP_004931678.1	DPOGS207950
2	2	1	XP_004931679.1	DPOGS212969
2	2	1	XP_004931680.1	DPOGS212937
2	2	1	XP_004931681.1	DPOGS212967
2	2	1	XP_004931682.1	DPOGS212939
2	2	1	XP_004931686.1	DPOGS210313
2	2	1	XP_004931688.1	DPOGS210316
2	2	1	XP_004931690.1	DPOGS210385
2	2	1	XP_004931692.1	DPOGS209725
2	2	1	XP_004931693.1	DPOGS209727
2	3	0.333	XP_004931694.1	DPOGS209730,DPOGS209729
2	2	1	XP_004931695.1	DPOGS209731
2	2	1	XP_004931696.1	DPOGS209719
2	2	1	XP_004931697.1	DPOGS209732
2	2	1	XP_004931699.1	DPOGS209717
2	2	1	XP_004931700.1	DPOGS209734
2	2	1	XP_004931701.1	DPOGS209735
2	2	1	XP_004931702.1	DPOGS209716
2	2	1	XP_004931703.1	DPOGS209714
2	2	1	XP_004931704.1	DPOGS209738
2	3	0.333	XP_004931705.1,XP_004931706.1	DPOGS209713
2	2	1	XP_004931708.1	DPOGS209740
2	2	1	XP_004931709.1	DPOGS209741
2	2	1	XP_004931714.1	DPOGS209711
2	2	1	XP_004931715.1	DPOGS209743
2	2	1	XP_004931718.1	DPOGS209745
2	2	1	XP_004931719.1	DPOGS209706
2	2	1	XP_004931720.1	DPOGS209747
2	2	1	XP_004931721.1	DPOGS200686
2	3	0.333	XP_004931722.1,XP_004931723.1	DPOGS200685
2	2	1	XP_004931724.1	DPOGS200684
2	3	0.333	XP_004931727.1,XP_004931728.1	DPOGS200681
2	2	1	XP_004931729.1	DPOGS200627
2	3	0.333	XP_004931730.1,XP_004931731.1	DPOGS200609
2	2	1	XP_004931732.1	DPOGS200626
2	2	1	XP_004931733.1	DPOGS200625
2	2	1	XP_004931734.1	DPOGS200622
2	2	1	XP_004931735.1	DPOGS200619
2	2	1	XP_004931736.1	DPOGS200613
2	2	1	XP_004931738.1	DPOGS200616
2	2	1	XP_004931740.1	DPOGS200403
2	2	1	XP_004931741.1	DPOGS200445
2	2	1	XP_004931742.1	DPOGS200406
2	3	0.333	XP_004931743.1,XP_004931744.1	DPOGS200408
2	2	1	XP_004931745.1	DPOGS200409
2	2	1	XP_004931746.1	DPOGS200443
2	2	1	XP_004931747.1	DPOGS200410
2	2	1	XP_004931749.1	DPOGS200442
2	2	1	XP_004931750.1	DPOGS200412
2	2	1	XP_004931751.1	DPOGS200440
2	2	1	XP_004931755.1	DPOGS200439
2	2	1	XP_004931756.1	DPOGS200438
2	2	1	XP_004931757.1	DPOGS200417
2	2	1	XP_004931758.1	DPOGS200423
2	2	1	XP_004931759.1	DPOGS200433
2	3	0.333	XP_004931760.1,XP_004931761.1	DPOGS200425
2	2	1	XP_004931764.1	DPOGS200432
2	2	1	XP_004931765.1	DPOGS200427
2	2	1	XP_004931766.1	DPOGS200428
2	2	1	XP_004931767.1	DPOGS200431
2	2	1	XP_004931769.1	DPOGS207391
2	4	0.25	XP_004931770.1,XP_004931772.1,XP_004931771.1	DPOGS207371
2	2	1	XP_004931776.1	DPOGS207389
2	2	1	XP_004931777.1	DPOGS207387
2	2	1	XP_004931778.1	DPOGS207386
2	2	1	XP_004931779.1	DPOGS207375
2	2	1	XP_004931780.1	DPOGS207380
2	4	0.25	XP_004931781.1,XP_004931783.1,XP_004931782.1	DPOGS216029
2	2	1	XP_004931784.1	DPOGS216032
2	2	1	XP_004931785.1	DPOGS216078
2	2	1	XP_004931786.1	DPOGS216030
2	2	1	XP_004931787.1	DPOGS216077
2	2	1	XP_004931790.1	DPOGS216033
2	2	1	XP_004931791.1	DPOGS216074
2	2	1	XP_004931792.1	DPOGS216076
2	2	1	XP_004931793.1	DPOGS216071
2	2	1	XP_004931794.1	DPOGS216069
2	2	1	XP_004931796.1	DPOGS216068
2	2	1	XP_004931797.1	DPOGS216067
2	2	1	XP_004931798.1	DPOGS216042
2	2	1	XP_004931799.1	DPOGS216043
2	2	1	XP_004931801.1	DPOGS216063
2	2	1	XP_004931802.1	DPOGS216044
2	2	1	XP_004931803.1	DPOGS216045
2	2	1	XP_004931804.1	DPOGS216048
2	2	1	XP_004931805.1	DPOGS216056
2	3	0.333	XP_004931806.1	DPOGS216054,DPOGS216053
2	2	1	XP_004931807.1	DPOGS208456
2	2	1	XP_004931808.1	DPOGS208450
2	2	1	XP_004931809.1	DPOGS208444
2	2	1	XP_004931810.1	DPOGS208442
2	2	1	XP_004931812.1	DPOGS208441
2	2	1	XP_004931814.1	DPOGS208439
2	2	1	XP_004931815.1	DPOGS208429
2	2	1	XP_004931816.1	DPOGS208438
2	2	1	XP_004931817.1	DPOGS208431
2	2	1	XP_004931818.1	DPOGS213049
2	2	1	XP_004931819.1	DPOGS209724
2	2	1	XP_004931820.1	DPOGS209723
2	2	1	XP_004931822.1	DPOGS209720
2	2	1	XP_004931824.1	DPOGS209718
2	3	0.333	XP_004931825.1,XP_004931826.1	DPOGS209733
2	2	1	XP_004931827.1	DPOGS209712
2	2	1	XP_004931831.1	DPOGS209708
2	2	1	XP_004931832.1	DPOGS209707
2	2	1	XP_004931834.1	DPOGS200679
2	2	1	XP_004931835.1	DPOGS200608
2	2	1	XP_004931836.1	DPOGS200610
2	2	1	XP_004931839.1	DPOGS200612
2	2	1	XP_004931840.1	DPOGS200615
2	2	1	XP_004931841.1	DPOGS200411
2	2	1	XP_004931842.1	DPOGS200421
2	2	1	XP_004931843.1	DPOGS200434
2	2	1	XP_004931845.1	DPOGS200424
2	2	1	XP_004931846.1	DPOGS200426
2	2	1	XP_004931849.1	DPOGS207394
2	2	1	XP_004931850.1	DPOGS207393
2	2	1	XP_004931851.1	DPOGS207388
2	2	1	XP_004931852.1	DPOGS207373
2	2	1	XP_004931853.1	DPOGS207385
2	2	1	XP_004931854.1	DPOGS207383
2	2	1	XP_004931855.1	DPOGS207378
2	2	1	XP_004931857.1	DPOGS216075
2	2	1	XP_004931859.1	DPOGS216072
2	2	1	XP_004931860.1	DPOGS216041
2	2	1	XP_004931861.1	DPOGS216061
2	2	1	XP_004931864.1	DPOGS216055
2	2	1	XP_004931865.1	DPOGS216051
2	2	1	XP_004931866.1	DPOGS208447
2	2	1	XP_004931867.1	DPOGS208446
2	2	1	XP_004931869.1	DPOGS208440
2	2	1	XP_004931870.1	DPOGS215560
2	2	1	XP_004931872.1	DPOGS215562
2	2	1	XP_004931874.1	DPOGS215565
2	2	1	XP_004931877.1	DPOGS215593
2	3	0.333	XP_004931878.1,XP_004931879.1	DPOGS215592
2	2	1	XP_004931889.1	DPOGS207971
2	3	0.333	XP_004931891.1,XP_004931892.1	DPOGS207969
2	2	1	XP_004931895.1	DPOGS207931
2	2	1	XP_004931896.1	DPOGS207968
2	2	1	XP_004931897.1	DPOGS207932
2	2	1	XP_004931898.1	DPOGS207967
2	2	1	XP_004931899.1	DPOGS207936
2	2	1	XP_004931900.1	DPOGS207965
2	2	1	XP_004931901.1	DPOGS207964
2	2	1	XP_004931902.1	DPOGS207941
2	2	1	XP_004931903.1	DPOGS207942
2	3	0.333	XP_004931907.1,XP_004931908.1	DPOGS207944
2	2	1	XP_004931911.1	DPOGS207951
2	2	1	XP_004931912.1	DPOGS207953
2	2	1	XP_004931913.1	DPOGS207954
2	2	1	XP_004931914.1	DPOGS207955
2	2	1	XP_004931915.1	DPOGS200935
2	2	1	XP_004931916.1	DPOGS200919
2	2	1	XP_004931917.1	DPOGS200932
2	3	0.333	XP_004931918.1,XP_004931919.1	DPOGS200931
2	2	1	XP_004931921.1	DPOGS200923
2	2	1	XP_004931922.1	DPOGS200929
2	3	0.333	XP_004931923.1,XP_004931924.1	DPOGS200928
2	2	1	XP_004931925.1	DPOGS200926
2	2	1	XP_004931926.1	DPOGS200925
2	2	1	XP_004931927.1	DPOGS215854
2	3	0.333	XP_004931931.1,XP_004931932.1	DPOGS215861
2	2	1	XP_004931934.1	DPOGS215863
2	2	1	XP_004931936.1	DPOGS215865
2	2	1	XP_004931937.1	DPOGS215923
2	2	1	XP_004931938.1	DPOGS215922
2	2	1	XP_004931939.1	DPOGS215866
2	2	1	XP_004931940.1	DPOGS215868
2	4	0.25	XP_004931941.1,XP_004931945.1,XP_004931942.1	DPOGS211998
2	2	1	XP_004931946.1	DPOGS215920
2	5	0.2	XP_004931947.1,XP_004931950.1,XP_004931949.1,XP_004931948.1	DPOGS215874
2	3	0.333	XP_004931951.1,XP_004931952.1	DPOGS215875
2	2	1	XP_004931953.1	DPOGS215919
2	2	1	XP_004931954.1	DPOGS215917
2	2	1	XP_004931955.1	DPOGS215916
2	2	1	XP_004931956.1	DPOGS215877
2	2	1	XP_004931958.1	DPOGS215915
2	2	1	XP_004931963.1	DPOGS215890
2	2	1	XP_004931964.1	DPOGS215886
2	2	1	XP_004931967.1	DPOGS203265
2	2	1	XP_004931968.1	DPOGS203263
2	3	0.333	XP_004931970.1,XP_004931971.1	DPOGS203266
2	2	1	XP_004931972.1	DPOGS203267
2	2	1	XP_004931973.1	DPOGS203268
2	2	1	XP_004931974.1	DPOGS203260
2	2	1	XP_004931976.1	DPOGS203273
2	2	1	XP_004931977.1	DPOGS203274
2	3	0.333	XP_004931979.1,XP_004931980.1	DPOGS210029
2	3	0.333	XP_004931981.1,XP_004931982.1	DPOGS210130
2	3	0.333	XP_004931983.1,XP_004931984.1	DPOGS210128
2	2	1	XP_004931985.1	DPOGS210125
2	2	1	XP_004931986.1	DPOGS210034
2	2	1	XP_004931987.1	DPOGS210122
2	2	1	XP_004931988.1	DPOGS210038
2	2	1	XP_004931989.1	DPOGS210040
2	2	1	XP_004931990.1	DPOGS210117
2	3	0.333	XP_004931992.1,XP_004931993.1	DPOGS210114
2	2	1	XP_004931994.1	DPOGS210113
2	2	1	XP_004931995.1	DPOGS210041
2	2	1	XP_004931997.1	DPOGS210042
2	2	1	XP_004931998.1	DPOGS210043
2	2	1	XP_004931999.1	DPOGS210110
2	2	1	XP_004932002.1	DPOGS210109
2	2	1	XP_004932003.1	DPOGS210045
2	2	1	XP_004932005.1	DPOGS210047
2	2	1	XP_004932006.1	DPOGS215603
2	2	1	XP_004932008.1	DPOGS215564
2	2	1	XP_004932009.1	DPOGS215596
2	2	1	XP_004932010.1	DPOGS215567
2	2	1	XP_004932011.1	DPOGS215595
2	2	1	XP_004932012.1	DPOGS215594
2	2	1	XP_004932013.1	DPOGS207994
2	2	1	XP_004932014.1	DPOGS207975
2	2	1	XP_004932015.1	DPOGS207970
2	2	1	XP_004932018.1	DPOGS207933
2	2	1	XP_004932019.1	DPOGS207938
2	2	1	XP_004932020.1	DPOGS207943
2	2	1	XP_004932021.1	DPOGS207946
2	2	1	XP_004932022.1	DPOGS207947
2	2	1	XP_004932024.1	DPOGS207958
2	2	1	XP_004932025.1	DPOGS207956
2	2	1	XP_004932026.1	DPOGS200937
2	2	1	XP_004932027.1	DPOGS200936
2	2	1	XP_004932028.1	DPOGS200934
2	2	1	XP_004932029.1	DPOGS200920
2	2	1	XP_004932030.1	DPOGS215927
2	2	1	XP_004932032.1	DPOGS215855
2	2	1	XP_004932033.1	DPOGS215856
2	2	1	XP_004932039.1	DPOGS215867
2	2	1	XP_004932041.1	DPOGS215873
2	2	1	XP_004932043.1	DPOGS215918
2	2	1	XP_004932045.1	DPOGS215878
2	2	1	XP_004932049.1	DPOGS215884
2	2	1	XP_004932051.1	DPOGS203261
2	2	1	XP_004932052.1	DPOGS203258
2	2	1	XP_004932053.1	DPOGS203275
2	2	1	XP_004932056.1	DPOGS210031
2	2	1	XP_004932057.1	DPOGS210126
2	2	1	XP_004932061.1	DPOGS210036
2	2	1	XP_004932062.1	DPOGS210037
2	2	1	XP_004932065.1	DPOGS210111
2	2	1	XP_004932066.1	DPOGS205725
2	2	1	XP_004932068.1	DPOGS209759
2	2	1	XP_004932069.1	DPOGS209756
2	2	1	XP_004932070.1	DPOGS209764
2	2	1	XP_004932071.1	DPOGS209765
2	2	1	XP_004932072.1	DPOGS209754
2	2	1	XP_004932073.1	DPOGS209753
2	2	1	XP_004932074.1	DPOGS209767
2	2	1	XP_004932075.1	DPOGS200810
2	2	1	XP_004932076.1	DPOGS200809
2	3	0.333	XP_004932077.1,XP_004932078.1	DPOGS201682
2	2	1	XP_004932079.1	DPOGS200519
2	2	1	XP_004932080.1	DPOGS201660
2	3	0.333	XP_004932082.1,XP_004932083.1	DPOGS201659
2	2	1	XP_004932084.1	DPOGS201681
2	2	1	XP_004932086.1	DPOGS201661
2	4	0.25	XP_004932087.1,XP_004932089.1,XP_004932088.1	DPOGS201663
2	3	0.333	XP_004932090.1,XP_004932091.1	DPOGS201664
2	2	1	XP_004932092.1	DPOGS206450
2	2	1	XP_004932093.1	DPOGS206473
2	2	1	XP_004932094.1	DPOGS206449
2	2	1	XP_004932096.1	DPOGS206474
2	2	1	XP_004932097.1	DPOGS203426
2	2	1	XP_004932098.1	DPOGS211254
2	3	0.333	XP_004932099.1,XP_004932100.1	DPOGS211256
2	2	1	XP_004932101.1	DPOGS211253
2	2	1	XP_004932102.1	DPOGS211252
2	3	0.333	XP_004932103.1,XP_004932104.1	DPOGS211251
2	2	1	XP_004932105.1	DPOGS211257
2	2	1	XP_004932107.1	DPOGS211259
2	2	1	XP_004932109.1	DPOGS206483
2	2	1	XP_004932112.1	DPOGS206433
2	2	1	XP_004932113.1	DPOGS206479
2	2	1	XP_004932114.1	DPOGS206436
2	2	1	XP_004932120.1	DPOGS206442
2	2	1	XP_004932122.1	DPOGS206475
2	2	1	XP_004932124.1	DPOGS202739
2	2	1	XP_004932125.1	DPOGS202728
2	2	1	XP_004932126.1	DPOGS202736
2	3	0.333	XP_004932127.1,XP_004932128.1	DPOGS202729
2	2	1	XP_004932130.1	DPOGS202730
2	2	1	XP_004932131.1	DPOGS202735
2	3	0.333	XP_004932132.1,XP_004932133.1	DPOGS202732
2	2	1	XP_004932134.1	DPOGS201670
2	2	1	XP_004932135.1	DPOGS201669
2	2	1	XP_004932136.1	DPOGS201672
2	2	1	XP_004932137.1	DPOGS201675
2	3	0.333	XP_004932140.1,XP_004932141.1	DPOGS206469
2	2	1	XP_004932143.1	DPOGS201676
2	2	1	XP_004932144.1	DPOGS206468
2	2	1	XP_004932145.1	DPOGS206467
2	2	1	XP_004932146.1	DPOGS206452
2	2	1	XP_004932147.1	DPOGS206466
2	2	1	XP_004932148.1	DPOGS206453
2	2	1	XP_004932149.1	DPOGS206465
2	2	1	XP_004932150.1	DPOGS206464
2	2	1	XP_004932152.1	DPOGS206454
2	6	0.167	XP_004932153.1,XP_004932157.1,XP_004932156.1,XP_004932155.1,XP_004932154.1	DPOGS206457
2	3	0.333	XP_004932158.1,XP_004932159.1	DPOGS206458
2	2	1	XP_004932160.1	DPOGS206463
2	2	1	XP_004932161.1	DPOGS206461
2	2	1	XP_004932162.1	DPOGS204541
2	2	1	XP_004932164.1	DPOGS204546
2	2	1	XP_004932165.1	DPOGS204545
2	2	1	XP_004932166.1	DPOGS212299
2	3	0.333	XP_004932167.1,XP_004932168.1	DPOGS207778
2	2	1	XP_004932170.1	DPOGS207783
2	2	1	XP_004932171.1	DPOGS207775
2	2	1	XP_004932172.1	DPOGS207785
2	3	0.333	XP_004932173.1,XP_004932174.1	DPOGS207774
2	2	1	XP_004932175.1	DPOGS207773
2	2	1	XP_004932176.1	DPOGS207786
2	3	0.333	XP_004932177.1,XP_004932178.1	DPOGS207789
2	2	1	XP_004932179.1	DPOGS207791
2	2	1	XP_004932181.1	DPOGS207792
2	4	0.25	XP_004932183.1,XP_004932185.1,XP_004932184.1	DPOGS207770
2	2	1	XP_004932186.1	DPOGS207769
2	2	1	XP_004932188.1	DPOGS207794
2	2	1	XP_004932191.1	DPOGS207768
2	2	1	XP_004932192.1	DPOGS207796
2	2	1	XP_004932193.1	DPOGS207797
2	2	1	XP_004932194.1	DPOGS207767
2	2	1	XP_004932195.1	DPOGS207801
2	6	0.167	XP_004932197.1,XP_004932201.1,XP_004932200.1,XP_004932199.1,XP_004932198.1	DPOGS207766
2	2	1	XP_004932202.1	DPOGS207765
2	3	0.333	XP_004932203.1,XP_004932204.1	DPOGS207802
2	2	1	XP_004932205.1	DPOGS207803
2	2	1	XP_004932206.1	DPOGS207808
2	2	1	XP_004932207.1	DPOGS207758
2	3	0.333	XP_004932209.1,XP_004932210.1	DPOGS207759
2	2	1	XP_004932211.1	DPOGS207806
2	2	1	XP_004932212.1	DPOGS207760
2	2	1	XP_004932217.1	DPOGS207763
2	2	1	XP_004932218.1	DPOGS207811
2	2	1	XP_004932220.1	DPOGS207813
2	2	1	XP_004932221.1	DPOGS207814
2	2	1	XP_004932225.1	DPOGS207815
2	3	0.333	XP_004932228.1,XP_004932229.1	DPOGS207820
2	2	1	XP_004932230.1	DPOGS207822
2	2	1	XP_004932231.1	DPOGS207824
2	2	1	XP_004932233.1	DPOGS207739
2	2	1	XP_004932234.1	DPOGS207737
2	2	1	XP_004932235.1	DPOGS207826
2	2	1	XP_004932238.1	DPOGS207828
2	2	1	XP_004932240.1	DPOGS207732
2	4	0.25	XP_004932241.1,XP_004932243.1,XP_004932242.1	DPOGS207730
2	2	1	XP_004932244.1	DPOGS207836
2	2	1	XP_004932246.1	DPOGS207728
2	2	1	XP_004932247.1	DPOGS207837
2	3	0.333	XP_004932248.1,XP_004932249.1	DPOGS207727
2	2	1	XP_004932252.1	DPOGS207723
2	2	1	XP_004932253.1	DPOGS207722
